4000 4000 4000
692 2121 1162 3171
841 2633 3430 3075
1161 2305 1213 3008
655 323 1037 3063
2399 1177 3835 1502
412 1721 1006 3027
347 1481 3559 2599
3020 2735 3997 3713
2358 1118 3326 2708
1161 3277 2235 3660
1168 815 2417 3264
724 1101 3984 1660
174 207 2871 1716
2683 465 2930 3745
34 43 2834 2751
1182 2832 2187 3244
2034 586 2905 1808
1950 41 3842 3367
1026 1116 3538 2327
1823 758 2858 1986
125 1419 1753 1509
2972 921 3569 3653
1176 925 3036 1261
1127 680 3858 1701
3583 1808 3831 2945
1654 2916 2312 3832
1893 1607 3529 2648
507 334 3737 2811
2106 24 2123 2218
681 453 1881 3591
2624 1731 3087 3614
1116 1955 1739 3610
967 264 1276 1952
696 1217 1370 2789
178 708 1768 3634
1047 1978 3780 3696
45 348 1116 3071
210 286 2377 3901
350 1127 2834 1969
1445 889 3655 1790
2396 102 2588 1252
2386 151 3550 1532
1345 809 1900 3348
3163 1667 3553 3320
97 979 3205 2354
1904 196 3704 3636
585 128 1580 2073
302 1016 3990 3477
470 891 1297 1225
7 3045 171 3726
2161 3186 2380 3635
1136 169 3534 2120
129 1563 191 2885
769 354 3001 2739
231 183 1914 2263
1254 1328 2535 3735
425 1924 1573 2030
1120 1193 3096 2850
58 1031 539 1831
1308 440 2556 1330
265 1478 363 1832
2751 102 3169 825
2721 2728 3723 3233
1082 933 2261 1195
187 16 1408 2801
2096 2970 2156 3672
351 616 627 2660
1650 232 2862 3503
1552 2507 1863 3509
104 214 464 2625
2651 734 3900 921
182 1481 740 3321
487 1406 1839 2907
2644 67 3276 1061
1300 2278 3148 3122
227 317 2103 815
2821 3633 3599 3961
1492 164 2310 1345
258 1523 3740 1644
3117 1184 3310 2521
130 1321 2717 3331
1789 2289 3278 2687
838 1846 3541 2243
825 473 2433 2692
726 514 1196 2055
572 792 711 3928
1603 179 3159 383
3639 2368 3705 3165
2402 1098 3361 1169
1281 302 1491 1567
148 2156 1429 2464
1264 576 3269 1308
762 1493 1176 1630
2163 2187 2542 2205
1272 2141 3645 3980
131 80 3227 3877
135 1509 502 2773
2125 323 3673 1022
524 665 700 1054
680 136 924 1863
1136 741 3336 2850
491 594 1721 3019
1122 2139 3527 2247
164 2431 1858 3572
67 699 1438 1515
141 1307 2177 3505
871 793 3050 2480
703 2670 3912 3804
370 20 3507 2413
35 675 462 1690
1619 1800 1659 2107
2989 1002 3909 1292
2448 1923 2726 3418
96 1749 3534 3423
3575 2440 3606 3021
1664 446 3212 1086
1406 14 1450 578
172 3188 3510 3598
2228 236 2891 727
2716 2688 2813 2859
3165 522 3907 2444
116 467 3679 3302
447 2666 481 3353
725 398 3800 2136
779 1328 2427 3897
1704 311 3360 1800
626 865 2191 2477
871 408 2190 853
3470 613 3836 3120
1113 2002 3537 3048
1986 55 3799 3984
1852 3551 3582 3699
1322 945 3561 3567
554 2627 2262 2854
592 443 1248 727
1039 2989 3728 3988
2338 354 3029 2678
2895 1952 3846 3209
940 37 3965 1215
1844 1738 2427 3206
1567 690 1902 3466
1412 2188 3407 3752
2848 527 3860 620
549 2659 757 2926
53 2256 3668 3318
1804 387 2923 3663
1298 1466 2853 3620
214 1104 2366 1678
2920 409 3237 2081
1873 522 2737 1621
382 1098 719 1331
34 1550 1852 2921
728 127 3471 3378
666 2894 3182 3147
2276 1504 3020 2677
1840 3096 2176 3963
2497 102 3554 2635
1428 374 2697 2071
3230 2844 3261 3905
1200 49 1819 570
667 886 2054 1612
1373 978 2912 3878
643 2180 670 3023
1119 153 3369 3125
707 68 876 3554
889 1108 3679 2545
1133 1669 1562 2706
1718 306 3863 1171
2454 1465 3756 3515
798 348 1988 3976
292 3266 3897 3807
3557 2421 3705 3943
363 112 3283 1707
1157 2278 3212 3470
1209 453 1646 1741
2073 3357 2491 3406
2040 126 2265 3041
1159 1424 2040 3528
391 1005 2903 3779
279 1855 2939 3272
1335 1415 3550 2517
71 2439 2020 3533
31 292 2890 2615
954 2465 1675 3686
2289 1987 3524 2197
1012 270 3868 273
676 999 1602 1650
71 1202 2031 1922
324 2670 3598 3205
1700 44 3787 197
1042 60 2367 3061
3 2663 1110 3733
1147 458 2863 1240
239 1688 3440 1855
600 497 1220 750
1361 2507 1708 3877
1011 1676 2383 3735
745 2407 3480 3720
653 1659 2718 2485
264 2564 2349 2674
60 314 402 2586
19 1754 3563 3127
3081 493 3391 3842
1357 744 1539 3869
2818 1850 3108 3027
540 57 3366 1770
1943 2492 2965 3701
1146 1017 3128 2138
2404 2690 3432 3861
1314 1515 3885 2358
780 2273 2468 2644
1723 3834 2252 3942
2072 1122 2090 1940
2790 2203 3912 2706
446 2168 1608 2313
1292 3628 2894 3841
1254 746 3683 2896
3440 3179 3752 3513
2578 1515 3578 2184
1612 640 2236 2520
843 1298 2696 3155
2519 2099 3823 3346
1053 206 2469 1441
1579 685 3372 3990
2983 453 3034 2827
2231 1451 2288 3696
142 530 3731 539
1000 1823 1299 3111
1885 2747 3642 3434
379 1688 2529 2555
2367 365 3652 3455
2388 2132 3234 3732
3093 1102 3813 3425
728 463 2154 1211
315 2640 557 3524
1845 429 2594 2173
183 1216 575 1996
109 778 3986 2850
927 1575 1691 1968
546 324 2532 1839
809 804 3108 1002
61 1113 3093 3672
1277 462 2910 754
1045 2907 3348 3553
1304 2460 3380 3940
3226 1024 3645 1410
2646 1712 3590 2564
2351 697 2718 3631
679 2188 1684 3695
1181 171 3748 1563
111 578 3963 3811
196 2336 1354 3547
1435 3020 2236 3124
512 819 2740 3954
1794 366 3184 1629
1101 1350 1854 2662
71 1505 1855 3764
1678 121 3533 846
2346 423 2803 1924
1914 701 2351 2527
631 2597 736 3633
1543 1350 1796 2037
1111 476 1194 3618
3150 1929 3946 2419
2184 1238 3910 3831
105 3345 1463 3790
1412 1945 2346 3246
106 2513 2490 3209
828 820 899 2911
267 3714 668 3740
1446 623 2543 2560
2556 977 3747 1718
1408 2127 2961 2544
2087 2495 3971 3405
980 1440 3535 3026
2110 390 2156 1091
2085 876 2185 1823
1551 2473 3130 3174
621 415 1417 783
3128 2764 3543 2792
79 1638 163 3715
3259 1400 3960 3054
3345 2137 3992 3645
425 3453 2452 3635
2053 3546 2896 3635
2483 2707 2594 3314
435 333 2819 826
1405 186 3115 332
1929 3628 2377 3828
64 2565 1168 3653
2867 1214 3287 3409
1015 1137 1200 2404
321 1563 608 3034
1385 2784 2139 3359
2082 2424 3083 3540
1196 326 3924 2705
1127 855 2656 3668
1764 210 2055 3959
2727 3291 3877 3739
359 2224 2334 3086
2855 2608 2970 3369
1637 2517 3493 3082
2450 1586 2599 3825
853 1424 3801 2932
1171 3051 2779 3300
997 331 1404 1730
49 2343 3595 3989
720 2318 3111 3216
1593 911 3145 1694
1608 2648 2954 3377
500 838 3877 3538
331 868 1022 2518
1064 1290 2697 1951
320 345 1406 387
1994 2603 3500 2724
868 1794 3389 2799
65 2314 2644 2832
1536 1892 3733 2903
2255 905 2928 3691
781 3015 3377 3731
894 3519 1183 3953
924 3847 3754 3958
2418 2050 3503 3238
1094 387 1774 1455
5 3186 3686 3785
1969 378 2189 2275
448 2836 2006 3780
266 119 2009 943
2293 355 3071 1051
1634 2854 1944 2984
2182 390 2391 2402
1940 517 2130 3692
790 2070 3932 2521
895 1091 3961 1531
3431 1459 3889 1651
3323 2048 3376 3880
2895 1153 3733 3148
2883 715 3391 1807
142 3269 3381 3579
678 2594 2774 3297
2134 184 3953 650
414 1737 678 3775
3636 2119 3697 3290
3282 128 3781 2876
1537 1754 2923 2485
1324 745 1707 3279
1320 221 3644 2142
1222 2021 3184 3225
569 252 2470 3694
1474 3325 1958 3523
1037 2490 3685 2998
3160 442 3200 1856
2331 1246 2995 1649
1638 130 1783 569
1060 2834 1906 3450
1021 1333 3214 3345
82 652 1232 1457
374 1831 774 3519
644 1576 3489 2686
3030 2959 3529 3545
1083 997 2939 3277
173 671 3516 3833
1014 83 2281 3039
412 1652 3006 1955
2819 859 3203 863
3350 1407 3797 3204
3742 58 3988 3371
1392 1103 2445 1835
988 1006 3412 1942
730 115 2064 794
1592 1102 2922 2695
2482 503 2797 1147
3280 914 3614 1026
2687 302 2760 3350
2678 786 2871 3875
2262 1223 2864 2730
2976 93 3030 2836
211 288 248 617
2063 2785 3021 3435
569 288 2553 1120
2178 1314 3427 3847
1768 1269 2100 1949
380 2016 1224 3578
238 1112 974 2367
414 1278 3723 3026
2571 1101 2688 1623
485 108 2258 3742
1288 722 2416 3295
1612 2264 3926 3089
137 497 3938 2732
1547 818 3360 2385
937 2859 1760 3767
367 368 2866 1196
1426 2164 3091 3457
3218 653 3283 3729
1065 1796 3010 3035
193 991 3413 2199
252 256 2531 2579
95 2493 2676 3607
207 988 1189 2902
711 1967 3200 3932
1986 1137 3039 2363
124 853 642 2514
1954 1591 2062 3337
83 441 2617 2416
195 690 2224 3420
2523 1822 2652 2461
2135 2126 2594 3838
1024 1031 3739 3605
1266 3068 2264 3156
3167 2917 3746 3986
3040 2163 3245 2587
2245 485 2804 3848
733 1729 3093 3651
2738 3348 3670 3714
1203 195 1331 305
59 1819 459 3904
854 1912 3720 2810
1116 2854 1196 3891
3200 661 3770 2928
186 356 1167 1733
3198 2832 3496 2973
806 367 2876 3437
550 651 3599 2865
2372 548 2638 2408
259 2288 1535 2935
162 1143 937 2819
774 2205 1139 3622
3073 53 3097 1699
1891 912 3127 1839
292 776 2998 2644
149 415 1173 3073
291 919 1865 3773
744 414 1739 786
331 3046 375 3330
2459 2836 3228 3917
3349 284 3409 1640
1703 981 3000 2335
2518 3245 3995 3610
79 1423 2029 3281
112 1725 3465 3795
560 3052 1168 3139
17 3534 3951 3661
493 186 1577 2687
1036 1045 2358 1410
1606 2398 3659 2669
3207 29 3733 3112
441 1491 856 1750
186 3743 307 3963
2615 2364 3309 3996
347 1159 2448 3423
1849 2462 2189 2956
2213 250 2913 3406
965 703 2187 3715
1212 1540 3551 2404
1859 1369 3201 3602
1316 2366 1360 3047
1030 1330 2726 2673
1778 3289 2370 3697
2332 2615 3457 2760
135 127 1549 3037
1572 208 1967 1208
1514 1795 3442 2420
1144 1797 1252 2024
2820 1263 3556 1466
1326 1314 3659 1759
174 1168 1855 2311
171 3103 1848 3628
2086 1705 3001 2368
2378 653 3803 3397
2721 158 3392 2426
2521 3293 3236 3332
1624 2442 2770 3769
1055 1929 3453 2152
1107 1515 2682 3731
707 1784 3413 3118
597 900 3080 1729
258 2012 2694 2782
76 265 2588 3527
2515 986 2529 3020
983 1660 1722 2283
270 2374 1542 3085
801 860 1604 2791
354 2804 1731 3190
2797 3150 3511 3599
1739 1089 2623 3303
713 1770 2277 3247
1736 569 3031 870
2523 1293 2835 1824
2477 1869 2899 1912
1581 748 1673 3346
152 2466 3485 3652
1957 192 2467 356
615 1470 1733 3576
2786 1493 3558 3590
1124 871 3987 2166
495 741 3078 3268
1541 2319 2532 3922
1141 512 1171 1059
521 2686 2949 2969
2528 1989 3651 3047
431 1318 2718 2181
1344 168 2808 3672
1784 1441 3975 2219
1456 564 3780 2571
228 1438 2490 3150
22 743 1693 1168
1081 2626 2437 3121
211 544 3377 2002
1514 1507 3184 3811
163 982 1024 1219
1771 3335 2973 3823
864 907 1197 3045
3339 1115 3605 3116
1384 1007 1452 2411
1367 767 3020 1609
1040 72 1742 3593
2838 1541 2883 2071
1184 803 2434 3341
2336 726 3783 956
1079 1149 1857 3804
1467 2983 2245 3027
965 494 1118 1905
35 1150 1304 2904
60 112 1108 3247
1370 3187 2716 3575
2553 482 3683 1605
2198 2957 3566 3730
439 3043 1640 3180
1554 54 1863 1556
474 341 2079 3727
1855 2104 2456 2448
342 2191 2750 2988
1072 1096 3300 3476
197 3736 3403 3880
2367 1136 2388 2901
723 1522 3389 3771
2031 2694 3447 3597
2981 2295 3524 3528
89 2468 364 3996
1619 2857 3848 3146
51 529 2611 1384
1978 1349 3440 1445
224 596 3447 1487
568 1838 1536 2892
1341 717 3517 3715
1766 368 2873 3814
1985 1408 3866 1585
432 189 3179 859
2611 1235 2643 2231
702 1358 1481 2812
916 58 1383 3393
983 1509 1601 1521
1023 2691 2928 3272
1843 2074 3222 3167
1240 2551 1894 3085
422 1659 623 3755
2538 703 3276 3616
2989 1237 3225 3810
2885 2846 3620 3163
3425 1276 3832 2103
820 803 1925 3985
415 522 2067 660
734 3 2656 3386
1036 504 1575 2079
905 680 911 2888
1068 281 1208 2122
2 3621 135 3941
192 422 1067 3229
937 1346 974 3447
3239 3308 3851 3823
2389 168 3686 1099
495 3052 1751 3966
17 50 2911 3224
977 2553 1918 2562
1681 1665 3754 3612
1238 245 3540 1763
295 3292 2994 3527
2259 741 2884 2656
1171 2162 3126 2945
327 1848 1916 3202
1134 663 3075 1238
1501 1535 1553 3988
2812 1073 3824 2103
531 2402 1262 3566
1644 708 3232 1906
1240 2288 2435 2692
750 58 3305 3294
1636 376 3668 2006
2132 3524 2786 3648
1972 679 3642 1648
63 1534 2609 2746
2970 126 3234 2403
662 1823 3912 2249
115 1180 2982 1551
962 3039 2387 3556
2707 983 3278 3670
1744 2484 3191 3887
181 1305 1392 3529
2132 939 2834 1388
837 1019 3080 3078
100 854 614 2213
119 467 3966 2220
376 2568 2217 2865
12 1259 3861 2913
111 3551 1753 3668
641 407 2228 3725
1245 481 1542 2770
2740 1179 3973 2971
746 3625 1853 3801
1259 409 3450 1714
1482 597 3695 2827
169 1610 269 1660
1753 516 2034 2638
296 187 2294 1834
694 510 3620 3255
299 436 325 2262
1613 184 2391 1864
821 1282 1584 2547
579 171 3888 3877
774 261 2366 2303
1806 1686 3959 2060
373 347 1264 1879
1789 51 1868 2141
74 1800 109 2096
1863 1735 3736 3044
849 393 3279 3295
3099 2081 3109 3757
492 615 2110 2707
1748 2607 1864 3764
1043 2797 2455 3382
919 3069 2050 3421
1476 2047 1616 3362
381 336 2296 1077
7 2077 1661 3747
179 12 2130 3642
3829 441 3972 2476
1136 509 2061 1603
1889 1720 2932 2160
2831 1353 3477 2956
2877 1084 3611 3890
725 53 1540 2892
88 1452 1830 3335
693 32 1681 818
1844 734 3324 1558
853 1716 2728 1936
800 1359 2272 2456
2770 1739 3348 3843
189 1200 2100 2235
2504 1923 2863 2377
867 442 2270 1712
2216 860 2327 3988
1127 34 3440 137
199 1135 315 2663
1413 1225 3639 1859
2115 2682 3073 2885
2614 1046 2679 3758
2539 661 3579 3444
1461 1492 3654 3495
1512 642 2947 1800
566 2998 2476 3628
1476 320 3215 1886
3471 219 3994 498
1057 1543 2089 3892
633 3642 695 3679
1105 1766 3263 2494
126 5 2619 3503
1664 304 2264 3989
635 200 869 242
501 1652 2666 2032
1524 81 2954 3456
117 632 2662 2422
575 1696 981 2718
2564 1311 2825 2583
657 1534 1629 3609
2765 643 3907 1806
2484 481 3069 869
2952 2158 3291 2689
2803 1369 3324 2658
1087 1152 2421 3774
1683 2077 1862 3982
1279 1696 2530 3038
1581 1237 3402 2954
820 3138 2689 3245
1418 192 2252 832
1031 2588 1727 3715
713 2355 1989 2784
240 564 1479 2263
1092 79 3677 3692
2317 407 3152 1109
2061 831 3668 956
2852 2955 3613 3339
273 897 1813 3055
3151 2568 3930 3947
2572 2163 3392 2585
2878 614 3110 2646
2331 533 3504 3383
716 873 867 2272
581 20 3227 2300
2418 701 3385 1228
1878 144 2574 1535
1512 1405 3992 3795
935 114 2724 867
2357 616 3855 3538
316 2402 333 3345
1032 1808 1323 2739
2088 1290 3963 1964
1261 881 1296 2246
1326 1270 3049 2515
931 433 1118 1583
682 210 2927 1354
642 297 2630 472
2564 1913 2822 2743
1506 2576 3977 3098
840 3529 3897 3725
2980 22 3889 2181
799 124 3682 1363
883 234 3019 1169
689 2451 744 3695
2354 688 3654 1652
1843 1199 2260 2567
1249 915 2466 1489
725 291 973 2669
1414 14 2291 2561
26 270 2478 3457
509 455 850 2170
1306 164 3840 3167
661 1273 3396 1601
1567 1425 1954 1932
608 232 2708 2267
2391 752 2766 2899
231 2854 1316 3162
2341 1163 3627 3741
398 331 1350 3246
622 1559 2375 2959
958 1587 1668 2513
1320 1176 3266 1312
92 2339 171 3562
1065 1123 2786 3753
1075 390 3044 1338
1299 2905 1588 2991
1641 3158 3242 3997
1328 2348 1673 3206
1805 324 3598 2608
1590 1287 3410 2367
162 1706 3410 2033
1458 450 2392 3458
797 336 983 3972
1448 1827 1550 1943
824 1668 3481 2649
3013 520 3422 3922
2699 432 3451 1000
2767 1373 3831 2328
1675 831 2326 2235
763 435 1891 2285
1822 660 2214 1410
146 3137 3260 3877
226 332 3997 2147
2470 1642 2573 1796
1724 334 3731 3549
2271 809 3090 2855
3253 1001 3502 1748
3092 2395 3241 2924
606 2994 3254 3379
720 1141 1823 1274
1461 21 3627 3364
2898 279 3754 834
2117 1072 2332 3081
113 1427 3211 3726
2151 1250 2987 1678
1247 331 3074 3559
723 2350 3426 2546
1381 489 2552 1405
3374 78 3673 155
1386 699 3277 1377
731 512 3418 1811
2616 1907 2680 2206
183 2065 3651 2886
2737 2218 3952 3212
1252 2166 1712 3528
953 2724 2634 2907
764 2453 2114 2926
1290 2520 1471 2571
352 771 1600 1278
3009 772 3694 3163
1405 1415 2441 3213
753 1127 2877 1186
574 49 577 398
1777 1701 2291 3777
470 279 3234 3347
992 2845 3081 3286
879 326 3451 2322
938 3167 3409 3886
2939 252 3807 2423
517 119 1853 2935
944 494 1548 3958
1516 1102 3381 3820
1322 14 2563 1097
2070 775 3666 2994
1007 2938 2976 3322
1936 2057 2395 3351
522 729 2274 3896
2857 2632 3244 3752
3259 348 3388 2431
2197 1558 2373 3347
3666 210 3780 3257
940 2309 2694 2647
362 838 2390 949
180 1367 1698 2814
788 1733 2239 2154
2357 2094 3257 2151
3122 2016 3461 2620
2038 340 2787 2395
615 1440 3368 2628
425 2199 1990 3280
1241 3109 3577 3924
323 2394 585 3139
762 984 2156 1772
1599 2107 2698 3810
1537 845 3726 1226
960 2452 1804 2817
2495 1819 3519 3360
2609 1883 3850 3673
1758 204 2654 2903
742 2124 2777 3492
173 789 1958 1916
628 1911 3853 3881
3182 1372 3718 3878
989 601 2048 2931
1444 1696 2785 3365
889 1366 2695 3670
1996 128 2962 505
2753 204 3699 1199
1821 2776 3845 3187
2657 955 3227 3132
68 467 600 3276
983 708 2727 2520
2264 1900 2662 2558
2120 216 2788 1008
1135 1861 3350 2104
394 1108 1628 2151
1590 2994 2136 3768
2755 1692 2997 3358
447 1904 3297 2507
1358 603 3439 695
765 1709 3854 3799
2239 818 3823 1584
1103 1758 3032 1967
325 1096 2153 3065
941 1704 3487 3352
1490 2019 3460 3999
221 54 448 2553
486 1601 1461 3300
2399 2808 3601 3792
160 3253 2757 3585
1620 1426 3561 2838
1691 3572 2873 3722
279 1473 3340 1730
2899 2264 3979 3392
1537 1283 2881 2949
591 18 3852 2959
1548 337 1754 3318
1306 8 3321 3625
714 817 3720 3455
1345 953 3944 1247
2127 2249 2529 2576
218 1454 2664 3152
2726 1746 3096 3098
2879 1898 3596 2569
94 405 2036 620
768 1907 3322 2668
1336 317 1465 3386
1874 2141 2394 3081
1133 160 3646 1018
2517 183 3491 1477
1362 2228 3036 2391
3588 2188 3712 2343
278 1767 2085 3663
1894 1553 2144 2177
1983 1984 3869 2771
1068 1735 1810 1750
350 1077 2235 2181
2844 2858 3114 3301
1238 1323 3387 1792
1043 865 3547 2484
3458 1433 3806 3027
1643 2822 3476 3518
909 2185 2913 3934
19 2631 3198 3206
1539 212 2996 320
1555 1302 2913 2009
1540 1700 3658 2811
2052 1304 2096 2774
1200 66 3512 3616
1088 831 1924 3220
1413 2619 1692 3676
2376 94 2894 128
1010 1307 3815 1989
530 2430 3601 3328
66 307 3226 3990
1364 56 3167 1058
1008 565 1716 2185
2309 2065 3298 2460
968 517 1790 3391
2637 1237 2710 2711
276 2455 1514 2503
101 100 1128 3165
2203 305 2639 1652
1402 1977 3863 3971
1107 1095 1866 2279
512 1973 3249 3981
1971 614 2714 1999
338 1449 1640 1600
54 389 312 1210
715 2361 1510 2889
340 787 2808 1718
1612 1436 3925 3538
1536 2298 2913 3858
418 391 2525 3340
1778 497 3617 1234
760 2262 1563 3476
945 113 1054 729
2617 21 3760 253
2105 1687 2739 2216
585 1151 3324 3438
2303 152 3213 384
3362 2307 3680 3526
2174 1642 2831 3275
3355 2168 3405 3454
672 2622 1169 3879
753 1591 3723 2315
1306 518 2555 3467
2346 1330 2381 1925
2175 386 2624 2811
1509 185 3555 2709
63 2513 3965 3192
3 202 987 296
3283 258 3967 3293
1830 3126 2709 3938
207 1276 1297 3184
1504 1288 3399 3867
572 824 2241 3640
510 1555 577 2729
2581 294 2607 1242
216 1205 356 3528
2896 202 3807 1001
2003 1803 3091 2736
439 2362 1685 3603
2055 1725 3159 2896
2157 1127 2245 3956
1535 2850 2098 3827
714 1846 2638 2647
2884 1237 3425 1238
726 214 3718 2498
1179 112 2268 3977
556 1094 3922 1807
1299 1858 3881 2322
2572 994 3899 3647
623 523 1972 1574
584 1919 3003 3279
1216 1869 3386 3804
2753 1396 3103 3190
653 827 1776 3679
138 1009 3188 1615
598 1821 3522 2191
510 2557 897 3733
723 2248 2164 3582
1035 1177 2696 2763
3446 976 3561 1565
989 446 1226 3092
2051 1078 2313 2808
1047 676 3425 966
1098 2795 3699 3658
324 635 3770 822
660 830 3532 1256
644 2130 2196 3822
368 3076 3808 3612
216 3559 1930 3965
2799 682 2874 2822
251 796 3450 2717
1050 488 3633 2991
3402 557 3450 2496
1386 1790 3224 3082
746 3088 3528 3408
1147 605 3024 3997
1382 2408 2026 2642
945 17 3733 618
1734 2621 2037 3879
2059 431 3784 3808
68 1386 241 3523
2526 825 3084 2997
1250 568 3356 2932
2970 865 3498 1722
1125 318 1560 3878
237 495 3275 880
1674 1424 1700 3410
2427 656 3320 2334
2110 2751 3000 3169
2698 1875 3225 2795
1008 879 2249 3613
229 885 1870 2582
320 1006 1848 2061
1261 21 2161 494
1781 1977 1843 3765
1306 126 2611 3596
800 1435 3773 3042
1080 3544 3788 3725
690 1916 1378 2309
2852 592 3960 3988
1592 813 3826 3084
1224 1988 1508 3069
401 2172 662 2862
754 969 2096 3359
484 3073 2794 3845
1943 3049 2209 3328
2451 1193 2467 1460
2544 2344 3639 3798
2215 404 3521 2358
2639 1269 3285 3555
37 1677 3045 2478
1341 1904 1551 3721
1855 648 2629 1959
336 2746 3022 3797
203 2619 2200 2661
3425 688 3443 1763
668 1746 848 3125
994 1361 3723 1517
2658 1406 3565 3862
1123 527 2933 2239
165 2505 3910 3178
201 762 2334 2588
2726 2432 3157 2448
252 572 3077 1343
315 1534 371 1664
781 3811 2246 3989
2847 1496 2963 2993
1368 1075 1890 2166
2053 1133 2687 1474
1511 128 3298 1912
64 1603 3234 2354
1213 1045 1908 3944
2569 1134 3956 2579
947 1319 2800 3275
3033 1423 3420 1533
1468 1522 3373 3657
2413 2506 3693 2723
1334 983 2250 1482
1070 2285 2662 3372
854 893 1312 3320
525 355 1670 620
545 2443 2881 2573
1942 1595 3319 2633
3011 2006 3596 3656
1538 1688 1820 1994
2291 1029 2800 3116
1017 1121 2283 3927
1677 300 3859 427
166 34 271 787
773 623 1004 1845
1924 2947 3764 3750
709 975 3733 3061
328 23 2734 1232
2548 100 3993 1739
532 2116 653 2136
1688 1062 3093 1127
1191 3818 3918 3846
457 1069 3024 3306
234 1251 738 1693
585 3032 2929 3670
197 225 1659 418
471 495 1817 1514
1813 364 2806 517
152 172 1255 372
2386 1088 3650 3009
1690 2828 3394 3161
385 683 2450 1986
380 503 3664 2662
1365 2640 3094 2760
2172 2209 3379 2534
42 701 3587 2018
2382 1766 3826 3003
199 1991 3373 1998
2465 1950 3840 2932
702 2953 3421 3106
2413 1370 2808 1951
1529 2448 1551 3010
776 39 3992 193
271 176 3978 2363
2555 2085 3787 3839
3857 1594 3890 2125
3256 3541 3737 3880
1505 1845 2478 3840
1274 1739 3637 2943
3007 3123 3921 3262
1876 1898 2343 2304
2863 1723 3174 2338
1600 175 2106 2261
546 1134 974 3628
420 857 2446 3601
818 1043 862 1947
716 1027 2613 3287
223 3340 1648 3940
1802 440 3809 3858
1735 1300 2870 1937
1171 1840 2076 3987
227 23 3757 3933
