4000 4000 4000
1939 243 2068 2338
61 2437 1544 3553
1259 3479 1659 3737
585 1253 1837 3463
3340 2025 3482 2799
2387 2459 2742 3959
2406 2709 2829 3261
1282 1228 3594 3080
667 97 1545 2561
1327 246 3436 1164
1156 560 2546 598
235 663 1518 1918
3368 510 3745 1195
1447 1911 2529 3243
498 316 1197 1890
484 2229 1664 3227
2081 869 3042 2585
2554 536 2800 2503
441 2437 3533 3599
539 1011 3111 1777
1326 2987 1864 3100
193 1676 2254 2413
2194 1186 3723 2776
1098 228 2876 3933
466 1196 2605 3156
186 3030 2150 3825
1820 717 3848 2966
2475 350 2674 1298
1204 2174 1741 2754
3456 1770 3884 3087
1766 1094 2161 2159
2830 675 3381 2871
2441 1494 3185 3482
1463 2443 1974 3260
1002 694 2538 1089
590 854 2372 3550
703 1356 1352 3896
1395 2293 2725 2964
952 1316 3095 3876
1658 1632 2184 3714
2740 3628 3619 3991
221 1092 2822 3561
743 3367 3481 3568
429 1296 2731 3032
228 402 3125 1816
927 781 1266 2777
2521 54 3308 3588
1251 394 1751 2012
400 1201 3260 3792
569 1300 1829 1337
887 2935 3309 3490
2075 1069 3678 2483
1573 2585 3296 3572
106 1074 2036 3660
1737 3819 3978 3959
2217 13 2751 2663
490 2795 1793 3843
3054 1729 3761 2369
208 2603 552 2792
2990 98 3972 2490
852 2079 1138 3399
502 2251 3085 3146
226 753 688 799
1104 2201 1441 3407
2506 1337 2809 3925
2676 891 2912 3833
1008 499 3476 3032
941 1468 1162 2034
1861 670 3916 2043
1136 630 3617 1524
2320 2839 3834 2870
2739 3176 3032 3218
355 1553 3754 3062
1409 479 2188 2893
208 83 1218 1556
272 68 644 2475
1339 1607 3668 3280
2646 2035 2945 2280
660 1280 2674 3605
2217 2114 2621 3067
30 44 1793 2822
42 538 1148 777
1474 340 2468 2245
1881 1771 3588 2120
1162 2092 2463 3343
1804 394 2271 3637
2740 599 2926 2275
1139 707 2229 1148
1993 595 3425 1983
971 1460 3529 3890
203 1197 798 1220
585 260 2856 594
374 1128 1972 2127
498 345 3388 2387
725 340 3841 2722
1300 665 1701 3271
3239 735 3769 3461
995 590 1904 3461
1903 472 3513 1106
274 2180 693 2806
70 3192 490 3332
1080 3507 2376 3944
1123 1536 1273 3172
2002 174 3569 523
741 2898 3422 3811
245 913 883 1843
468 175 1623 2490
1417 1919 3064 3241
2952 933 3829 1137
1327 885 1902 2274
2662 2138 3791 2972
1901 1311 2182 3377
1363 172 2613 441
1736 1558 3521 2639
897 801 2549 1953
3107 2591 3913 2704
337 879 1637 1065
1395 2634 3147 3771
3748 1786 3775 3464
760 1739 1133 3630
1757 1976 3017 2930
980 106 1195 3754
27 1066 2424 1222
1379 174 2397 1399
1663 1020 2652 2364
1032 688 3077 1173
3715 1799 3796 1953
1305 363 2573 3860
1952 1325 3204 3729
213 704 1043 1255
1274 353 3972 2419
808 426 1593 3207
2880 2098 3132 2756
639 2123 713 2168
1319 1327 2302 2946
618 3076 3255 3274
2672 1482 3817 2565
532 2632 2710 3717
968 2449 983 3230
1789 1610 1815 2602
521 1861 3059 2756
1728 502 1932 3887
1828 1141 3300 1753
1255 100 3151 495
262 3014 3737 3650
64 837 2074 3439
3220 1774 3920 2738
519 101 1630 1114
3693 313 3891 2079
762 522 1821 789
1082 442 2634 974
247 2450 1416 3763
35 3286 49 3723
401 3541 3801 3960
472 188 2331 2703
447 2422 1603 2619
485 2361 3962 3108
55 460 2713 2814
1106 217 1372 3405
231 1185 2130 3560
1875 1276 3960 1466
3074 2553 3672 3107
1200 229 3199 2552
1383 1540 2207 2065
2190 1595 3673 2386
641 819 2433 1309
983 389 2032 2532
2419 1714 3117 3515
106 832 430 1682
1249 2774 2713 3167
1457 1219 3153 3977
574 461 3930 3932
1096 2689 3638 3784
642 2085 1025 3374
524 1426 1946 1933
338 924 1706 1102
150 2231 1350 3844
506 2811 782 2869
3287 3117 3334 3129
388 595 481 2663
458 1978 2144 3974
805 2600 931 3147
330 1417 4000 1754
2744 1629 3733 3185
2166 1765 2308 3613
2279 491 3213 3814
1719 1140 3801 1300
912 1178 2477 3268
2196 230 2939 1642
311 1506 3982 3552
1651 157 3122 2611
428 2660 2326 3205
2229 1661 3315 1750
1315 1939 3931 1971
663 1085 1692 1580
488 156 2829 1377
2188 859 3616 2321
96 102 3799 1355
2526 500 3443 2758
293 175 2136 1522
1124 54 2309 204
1810 1312 3485 3763
1100 1970 3609 3735
258 1516 2320 3525
2318 3155 3263 3263
1648 1603 3968 3344
2139 2167 3810 3251
1493 1364 2538 2401
3801 1836 3916 2464
2171 604 3053 3710
1554 3816 2617 3999
3275 812 3447 3038
856 2988 3300 3885
1674 1385 2149 3512
560 1270 3510 2240
1753 2789 3511 3838
1301 537 1633 2953
2414 1196 3992 3289
1963 1988 3753 2423
1174 1754 3740 3362
886 47 2246 151
71 1842 2128 3947
2259 3310 3343 3966
114 493 3150 3327
3107 498 3820 3687
794 623 2180 1146
78 2236 1741 3095
2847 669 3287 1871
332 140 1628 3763
1567 2980 2040 3467
3838 764 3917 2639
2390 807 2804 1036
3529 845 3950 2950
1384 2746 2222 3092
2882 3398 3870 3619
2725 113 2846 193
1360 2429 3667 2515
263 858 3602 1600
813 117 3679 3100
3645 790 3719 1509
1323 418 3508 3437
1551 1121 1577 1333
1291 159 2404 536
2765 1944 3151 2106
1577 296 3725 1550
1656 657 2157 3430
966 841 3232 2982
3748 1635 3795 3072
360 2627 3803 3210
1941 2432 2887 3428
3593 2481 3893 2815
497 3140 2758 3311
677 609 2887 1725
640 509 2996 625
1557 963 1688 3154
2211 506 3504 2660
578 893 3492 1293
2100 1347 2824 2318
1328 1335 2158 1870
1673 1764 1782 3708
56 1113 2120 2795
826 3086 2586 3328
150 1905 3196 2275
1531 1691 3904 2617
535 559 1715 2082
2029 394 2888 753
94 307 1411 918
1785 978 3292 1509
183 945 3255 3886
2755 1101 3879 3862
848 532 2010 2802
152 581 316 652
1555 1172 1568 1844
1271 34 1668 304
994 1093 3373 3401
2395 366 3331 2403
2298 140 2652 1580
2817 2117 3192 3908
703 1361 1326 2418
1228 2068 2601 3570
2294 2439 3748 3040
798 964 1982 1615
1182 1419 1581 2315
2828 1073 3747 3311
3226 258 3570 709
929 3808 2707 3921
3335 2641 3363 3649
597 1240 3721 1379
722 156 1501 3344
944 705 1821 1194
1374 2005 3670 2586
2615 1288 2678 2226
1227 1450 2806 3258
2998 645 3777 3430
384 1011 3204 2331
58 414 546 1435
1496 1364 2099 3797
3470 1365 3706 2967
795 1624 3025 2707
3870 2506 3878 3356
491 3330 3230 3875
1817 191 3374 1964
657 1574 3034 2346
260 969 1996 3838
1049 1219 1081 1624
1132 428 1278 1271
3400 592 3774 2412
1310 205 2995 859
2198 153 2353 983
12 491 2063 1758
714 897 1023 1814
1580 415 3513 3215
418 2190 578 3070
1252 1078 2109 1169
183 1977 1946 2255
1454 617 1985 1510
2123 112 2305 2570
1252 2788 3796 3637
1629 2432 3515 3154
382 1396 3686 2036
37 2294 67 3020
2347 816 3335 2562
543 2442 1053 3409
1977 433 3754 3774
2397 1368 2888 3518
419 73 879 2390
799 1543 802 2256
207 2622 3292 2930
83 2807 248 2998
398 702 888 839
231 2780 1064 3041
211 515 343 3669
3364 1384 3637 3107
5 1919 1682 2454
557 3378 1278 3480
979 3207 3289 3884
1452 3042 1793 3898
336 471 2392 1668
1025 107 2135 1051
2642 937 2739 3516
1215 92 3622 1455
2467 684 3368 3810
3824 1309 3924 1465
1645 1144 2749 2866
719 986 3914 3166
2741 860 3803 1950
2 2898 1185 3622
1410 378 3078 1642
686 332 3446 1986
1163 1637 1551 3457
1049 1129 2864 2507
123 366 1272 775
1334 1115 1694 2116
1708 1113 1990 3416
454 363 860 833
940 2372 2738 3128
2421 871 2545 3043
1758 352 2616 2924
2259 65 2736 2877
756 1165 1168 1409
746 827 2356 3871
1000 3724 2491 3755
2062 181 3476 3996
6 3012 1378 3568
1418 560 3462 2911
882 667 2910 2161
753 2051 836 3420
1724 1669 2027 2160
1522 492 1866 3114
219 962 3279 3274
964 1639 2765 1809
380 1530 1569 2681
1295 543 2789 1621
1409 1816 2356 2481
381 343 1893 682
1150 150 2669 3545
1847 845 2583 3890
1400 764 2730 830
1709 3655 1898 3737
1108 339 2765 2114
792 784 3692 978
1296 584 2739 3314
220 2280 730 3044
520 633 3444 2025
1800 736 2126 816
3233 2374 3527 2521
598 2076 850 3132
2671 1180 3042 1321
1203 887 2809 3249
2218 2105 3667 3441
263 488 2625 1137
1839 777 3354 1407
515 2000 3895 2988
695 147 3368 1474
3230 3474 3897 3959
1960 425 3119 2768
1703 1685 1806 3016
1741 1796 2064 3660
122 1156 2565 2006
3517 1879 3972 3785
3552 2061 3572 2578
577 2262 3115 3119
3340 1273 3563 1927
14 414 1669 2008
2742 524 3787 2460
1760 2460 1872 3565
2670 1328 3707 2350
651 1064 3208 1434
1274 1043 3665 3354
2777 2174 3422 3069
80 186 1734 1138
983 1189 2494 3118
1603 436 3754 1270
958 2891 2141 3818
412 540 2688 561
1235 80 1386 2546
2293 1565 3744 3205
2062 2423 3713 3997
711 507 893 3463
350 881 2331 3883
22 3148 3155 3463
1856 2591 2817 3742
428 1384 1763 3918
1304 974 1693 2807
1262 522 1637 3733
2815 1818 3527 3670
671 1973 1449 3760
3474 3440 3833 3777
476 635 2446 3781
30 750 3641 3932
328 1486 1859 3077
1017 360 1041 2876
922 1892 2653 3622
1428 2887 2119 3874
71 2032 2681 3238
2839 1510 2862 2069
2341 689 3284 1960
954 1397 2964 2490
1361 1518 1602 1577
989 445 3827 1157
486 2593 1279 3125
63 1289 158 3309
794 606 3250 1533
2420 2540 2965 3495
2408 2381 2983 3045
1341 1051 3750 3811
509 318 2281 1624
3156 2980 3336 3454
565 1556 3108 2107
640 1542 3644 2343
723 698 3142 3758
1565 1583 2202 2641
781 434 1020 2507
2569 90 2664 3631
171 3027 2337 3184
1620 2539 2475 3607
3152 2625 3843 3782
2336 1096 2833 3470
1851 844 3819 1968
899 1563 3532 3864
1358 315 2580 2664
1211 3279 1293 3744
622 1661 918 1958
40 1675 938 3075
552 3061 3924 3662
2391 1338 2617 1880
2 1567 1237 2506
122 76 2512 3081
974 1412 3734 3291
1071 2007 3848 3852
742 718 1807 3619
259 1070 3550 2518
2503 544 3950 1541
2913 1491 2961 2472
1551 2621 3657 3579
2941 1986 3020 3801
3103 2871 3698 3502
2701 878 2789 2112
45 178 2757 3205
270 1007 3667 1371
376 220 3696 3200
2133 3143 3823 3604
2160 152 3956 1026
210 425 2152 2400
187 2847 3999 3406
2238 363 3712 2536
956 2690 3248 3874
881 1169 3640 3841
925 1920 1854 2342
2430 1865 3571 2015
380 3289 1186 3621
1956 892 2862 2122
333 1491 614 2507
2492 1199 2667 1490
1506 2234 1760 2334
473 2068 3254 2117
991 1223 1830 2582
1119 771 3589 2285
613 1052 3000 1959
1740 103 2144 1608
1551 1859 2922 3646
3180 1243 3557 2754
1009 340 2401 3490
1134 1317 2615 3007
2162 823 3539 3256
1341 585 2931 2546
593 1099 1960 2288
626 134 2460 3094
3548 2894 3793 3536
1245 341 2084 3392
3089 3398 3448 3977
1050 40 1511 2852
812 3057 2392 3827
929 1093 3745 2829
605 533 872 2033
133 85 850 1481
63 1896 1236 3771
35 637 2914 2567
743 826 3720 1631
657 2982 2097 3210
2763 2127 3230 3173
516 1171 3532 3749
1613 2858 2223 3591
1162 498 2907 2324
926 200 1083 2304
137 985 887 2366
298 823 3491 2250
311 2515 1518 2533
1556 1692 1749 3562
1595 520 3563 2941
3015 262 3792 1365
643 3226 2136 3559
1054 3281 3901 3991
1991 519 3312 1754
2884 178 2899 3483
734 1160 2746 2116
1749 1733 3028 3547
1694 330 3874 2008
278 105 3283 2924
1066 287 3632 1411
1100 1332 3791 2287
439 1940 1080 3999
928 1044 2457 2955
1387 85 1405 1010
2067 1553 3004 2387
1036 1677 2245 2998
324 2860 2321 3845
42 2276 1860 2928
1018 1424 2214 2871
2163 2530 3699 3069
1407 324 3208 2957
2096 2635 2250 2994
1919 526 1920 2243
15 2793 3025 3104
1844 114 3819 1679
300 2857 3009 3117
1562 280 2293 2522
1739 684 2184 2079
1827 174 1976 2634
359 883 2608 2486
243 742 2542 3258
1262 1969 1654 2131
1699 536 2698 899
1713 1310 3486 2124
740 2489 2866 3545
86 1256 897 1975
120 106 2798 215
379 718 506 1750
370 1106 2347 1450
1231 3207 3109 3898
2854 1677 3651 3940
3034 2247 3856 3582
2776 380 3857 1027
3159 428 3352 1602
