4000 4000 4000
714 381 2732 3946
384 325 1827 3686
1182 1831 3254 3828
545 1955 1416 3000
241 679 1247 3555
967 1274 1919 1800
1573 2841 3811 3314
1107 464 3895 1537
1493 2050 1852 2564
2440 3126 2978 3485
1381 276 3673 1839
2028 1364 2546 3238
2448 1601 3886 3839
1239 3175 1392 3224
1084 1316 3722 3968
2011 1774 2871 3710
196 3106 482 3906
321 1729 1482 3711
1267 2045 2940 2410
109 809 825 2451
2156 234 2804 300
315 415 2222 1378
323 3141 3010 3433
506 38 2840 2490
1568 3741 1842 3827
762 325 2721 2569
3127 441 3581 2405
347 1043 529 1621
2101 846 2224 2145
1044 3087 2936 3316
356 929 394 2662
3615 1329 3834 3926
214 1734 2504 3381
1876 1037 2186 2785
113 2383 2740 2955
2125 324 3346 1613
800 493 3544 2611
1105 3130 1767 3132
2993 141 3609 3945
138 992 2354 1739
567 1745 3514 2021
1856 1743 3849 2522
565 103 1713 2815
2918 453 2961 2232
545 1012 3006 2093
2485 1290 2536 1541
67 2114 2448 2958
1020 2376 2020 2792
3750 244 3898 3754
875 2145 3915 2167
488 866 577 2443
1633 1483 3057 2249
2798 695 3692 1555
194 582 2541 681
2040 3050 3362 3610
1533 897 2751 3707
1022 3222 3450 3269
135 2553 2919 3172
868 215 2198 2577
1699 1785 3004 3874
3173 706 3952 1736
5 715 2507 3696
1019 327 3289 1663
382 1199 3578 2633
944 542 3975 2751
2965 1727 3997 3627
3563 904 3647 3090
2872 52 2960 3866
878 1963 1817 3519
3699 1768 3878 2757
2628 1909 3822 2233
657 354 2516 2919
361 544 645 757
2525 646 3851 3857
664 1452 3618 1546
1226 1058 3232 2792
1688 2274 1845 2301
2333 2375 3180 3375
772 701 3838 1550
632 1696 2205 2631
56 920 498 2617
512 925 2755 2987
1476 1704 3740 1754
509 509 3991 3768
229 203 3246 1951
392 2092 608 3639
708 1344 2556 1635
2241 1177 2575 3882
895 799 3573 2008
818 2536 1960 3678
850 1961 2796 3063
2049 1208 3461 2295
415 2420 3411 3679
2692 1801 3265 2674
1483 1873 3691 2922
1174 2699 2430 3587
1054 137 1231 2961
988 1608 1718 3104
2062 2041 3111 3194
433 1025 3102 3689
26 2317 3220 2805
1372 1344 2596 3239
2799 1156 3953 1526
961 1200 1434 3245
348 1482 1806 3279
1512 1692 2547 3847
660 315 2708 2670
2017 299 2596 2372
1390 2580 1520 3505
741 719 1123 3497
814 451 1119 1003
917 854 2403 1646
1361 1332 3227 3333
827 2144 1140 3792
618 872 672 1482
1741 276 3680 1742
2484 1830 3886 3238
107 514 340 894
1943 957 2775 1358
913 1581 2934 3878
2054 2641 2528 3761
3302 26 3355 1458
3025 963 3965 2793
13 1210 472 2389
1036 1791 2722 3967
2032 581 2302 2640
2423 601 3439 853
56 2219 204 2258
1773 3279 3384 3831
152 2719 2353 2977
191 2978 852 3536
1589 1016 3837 3375
30 2146 1443 3483
1802 2317 3180 3582
2562 2163 3788 3492
1582 1013 3954 1204
2863 1995 2937 2031
613 1443 3206 2989
1177 1075 3482 3684
1507 139 3682 1985
3129 1860 3808 3658
295 126 3028 3414
883 204 2032 486
697 3225 712 3438
247 882 3740 885
3269 2672 3832 3504
1238 722 1804 765
1261 1415 3253 3904
1494 388 3825 989
2359 1472 2878 2366
2548 746 3577 3590
2873 749 3633 3393
1113 392 2814 2269
543 1880 2176 3047
228 1784 1598 3024
762 202 2258 3135
1435 12 2610 3098
1153 1221 2374 1248
197 3234 1715 3380
2849 192 3712 3474
3133 42 3334 104
3200 1685 3793 3741
2193 2333 3603 2556
711 343 3158 1117
2202 622 3304 656
221 1904 798 2110
2384 170 2591 3671
418 563 1438 786
1322 1360 3554 3129
2449 1933 3694 3611
2775 1169 3591 3455
299 531 2376 2672
896 474 3706 2397
237 2397 3677 3983
654 3677 1744 3699
2366 2471 2674 3464
1140 3779 3883 3891
1178 2761 2881 2866
544 1899 2481 2262
212 486 3844 3904
382 1529 1129 3768
683 1260 770 2400
1461 2513 1564 3017
472 2365 2529 3111
3172 3285 3493 3642
867 621 3429 1866
749 3466 3408 3558
2140 397 2248 3380
1463 114 3648 3559
3346 1557 3857 3701
1082 849 1433 1571
887 2015 2107 3722
896 897 3328 3069
2023 14 3391 2668
2175 750 2310 3216
701 714 3284 2813
3387 2722 3797 3106
3279 1661 3951 1963
3012 561 3918 1107
1543 1229 1912 3127
2226 61 3432 3271
9 57 1866 3729
2506 2057 3804 2735
674 2101 1396 2717
1662 1512 3638 3909
1626 780 3828 2291
1450 2437 1510 2736
1618 1339 1653 3216
704 158 751 2241
920 2470 2499 3277
1567 1228 3153 2077
360 3760 3228 3774
431 2743 3907 3270
1615 770 3910 1557
926 777 2099 2054
1835 1295 2014 3702
1402 2133 3691 2451
2545 481 3117 2681
2086 260 3165 1114
2187 193 3920 2670
1565 863 2451 3579
1021 1275 1249 1786
1197 2520 3924 2594
1153 222 2863 2070
505 434 3185 1043
882 2543 3341 2593
664 2049 2664 2945
207 2052 476 2690
989 127 3857 2119
3171 2534 3680 3746
1673 923 2965 1059
330 3070 1240 3076
1022 3504 2792 3840
928 193 3910 781
1120 2779 3734 3542
1049 651 1230 1985
1481 1825 1497 3704
910 1115 2069 1991
1016 1330 1041 3727
546 2241 1375 2622
1615 407 1880 3275
291 599 2012 1535
169 1925 2230 3639
671 1819 1777 2814
351 1475 3961 1653
2938 400 3510 1197
1143 33 1471 2419
2606 990 3833 2144
1254 1153 2653 2848
1622 831 2681 2876
41 51 3221 2390
1707 174 1943 989
1219 1356 3478 3857
1830 14 3202 1812
1106 255 3141 2927
261 2683 2813 3080
26 739 3815 998
1323 1981 1398 3993
2680 1322 2855 2128
3061 2369 3965 2895
1566 676 2685 2161
609 1255 2610 1964
2633 1935 3013 3273
1769 429 3163 498
379 3441 2177 3717
1224 3503 2499 3823
1449 2182 1937 3456
1366 1037 2367 3984
530 77 1339 508
737 1283 3230 3553
1261 981 3549 1384
676 913 1768 2117
668 775 3535 987
440 93 2424 2040
788 1309 2425 3904
2744 2499 3280 3339
885 1124 1038 3125
1893 1213 2122 1709
2031 673 3368 2299
960 1432 3694 3516
1823 3168 2140 3826
1344 3479 1358 3921
1537 291 1774 775
44 1598 3747 2267
182 972 3067 2705
1399 290 2449 3350
1305 2618 2317 3892
2232 1956 3823 3248
1598 1203 2349 3215
1277 460 2148 2753
1398 853 3158 2152
2906 1069 3013 3833
3580 1320 3965 3338
1461 2689 2481 3298
1697 2448 2198 2718
3384 22 3609 1350
1884 2127 3999 2803
2618 263 3250 391
1951 1262 3296 1847
883 373 1088 1417
413 1343 661 2500
2150 53 3520 2153
1216 2118 2305 3612
151 197 3268 1567
176 2183 3133 2395
2285 103 3241 2329
1319 2512 3484 3281
2369 21 3616 943
1950 781 2006 1590
2040 2139 2148 3565
99 1920 1792 3987
2675 1430 2728 3980
635 942 1194 2138
1374 159 2757 921
229 1632 835 2529
1632 267 2158 583
992 140 2286 1211
3324 1398 3826 3531
901 587 1063 2315
514 325 2592 2506
1324 2126 1595 3057
1519 177 2000 3452
1233 1236 2893 2785
561 1977 1925 3558
1755 711 2097 1275
1916 1308 2769 1430
986 3491 2272 3756
346 103 3075 3501
691 960 3680 3364
2370 3043 3751 3248
1766 2274 2123 2608
1837 2403 2888 3999
1669 763 3100 3469
298 2114 1112 2291
328 1844 2288 2364
497 1535 1738 1679
846 1643 1723 1884
1070 2206 3243 3409
1449 115 1895 2031
26 852 1972 3311
2759 1614 3319 2221
1335 1111 3640 2853
987 794 2345 3459
577 2005 1925 2878
377 319 3010 2457
359 156 2446 3571
161 144 665 3184
2436 1398 3096 3224
147 1858 1267 2197
174 1181 3123 1570
133 910 3001 2093
377 3113 3670 3831
2207 1281 2280 3054
1081 2585 3251 3287
1655 1742 1799 3789
1519 1202 3573 2457
589 200 3494 3682
2335 459 3416 1585
2012 2316 2580 2385
1365 433 1911 1905
745 2953 1638 3387
1321 699 3584 1479
662 3234 3012 3266
3659 381 3942 2831
985 1179 2937 2786
1851 3010 2133 3140
2003 177 2243 1291
287 1062 551 1161
3086 1374 3531 1805
2181 352 3748 2232
2231 2012 3247 3668
597 106 2529 515
1643 2817 3071 2819
2400 1766 3517 3605
809 2717 1008 2899
140 77 1205 3592
1277 58 2598 3412
225 683 252 3016
138 1296 1428 3217
1205 610 2782 2857
305 2224 3031 3713
184 41 1498 3218
1557 2848 3202 3634
2768 544 3563 2121
87 501 3347 1736
599 2564 2386 3239
2796 2322 3743 3605
2581 1704 3152 3527
598 221 3242 1663
1542 400 2084 1448
1457 2009 2245 3627
3123 2772 3800 3662
1125 1248 1707 2975
2310 3441 3517 3787
1242 1914 3600 2205
566 2115 1301 3174
2004 1013 3109 3913
1827 1542 2865 1630
1680 917 3092 3237
1079 1533 3413 3967
1526 171 3171 2001
1320 1981 2874 2904
3287 737 3979 1043
261 2152 2165 2274
136 2800 3271 3946
1473 199 1969 2913
1152 2227 2281 3497
1878 1294 3455 2621
2733 132 2874 2977
982 756 3141 2756
506 1923 3080 2791
748 2650 2643 3939
1684 270 2408 482
679 1052 1722 3281
2894 1072 2982 1384
1298 1910 3934 2995
1096 2103 1241 3760
308 582 356 2315
525 2035 3433 3929
494 407 1341 610
71 704 2453 3086
1725 4 2612 1752
1812 2829 2308 3778
1365 449 3207 959
847 259 3712 831
517 1009 2518 1423
1270 1059 1916 1377
2011 132 2213 162
2585 701 3147 2017
564 498 1421 3337
1818 2067 3437 2829
1681 1135 3739 1168
840 2633 1665 3334
673 152 1545 1613
332 1561 2763 2009
3374 3133 3497 3779
303 2099 3040 3581
761 1131 2177 3532
573 2424 3338 3280
2909 526 3488 3740
2877 2410 3723 2823
573 963 833 1506
1888 2668 2182 2714
1851 1965 2386 3813
1056 1026 3055 2513
1388 851 3939 1485
530 1348 1492 2910
1494 1197 2862 1587
1210 1137 2200 1677
758 2532 3397 3748
1849 1277 3950 3704
2693 2042 2706 3003
796 1143 3909 2147
2203 1753 2865 2862
110 577 2236 1186
315 2674 1666 3999
183 1580 1264 1669
721 992 3906 2535
637 1343 3889 2954
1097 1632 1240 3027
545 79 3114 2652
500 1631 3793 2871
2347 3588 3017 3772
1005 1230 3943 2047
24 609 3052 1219
964 957 1746 2357
612 933 845 962
933 627 2370 905
1651 201 2412 3690
125 2010 1012 3873
1143 692 3104 1098
1547 3427 3989 3443
261 1449 3356 3238
1822 1581 3505 2961
1777 168 3266 2713
143 431 2681 1600
648 229 2840 3822
1134 2406 3965 2800
1078 187 2070 1580
41 954 1175 1500
906 1451 1351 2916
2841 683 3040 2238
123 412 3337 3259
652 657 3108 1774
831 2246 1976 3656
2926 353 3954 3254
187 1207 902 3655
2918 1376 3204 1470
1522 1287 3582 1352
2509 94 3271 2081
3130 1615 3817 1906
246 2143 2539 2261
663 1282 1143 3086
2929 135 3594 1403
1485 451 2520 2305
299 54 2318 3277
397 110 1552 2285
1724 1404 3548 2638
1710 223 2729 1656
430 312 1178 974
2773 1224 3223 2671
451 370 1711 2511
317 244 489 3193
2210 628 3942 3397
1042 153 3015 784
2358 1245 3800 3455
2022 1971 2491 2153
1386 2874 3221 3448
2597 1299 3561 1746
132 531 1950 1960
1883 1595 3936 1818
196 510 3922 2945
897 860 3800 1659
875 1993 3877 3130
273 583 3847 3966
805 417 2261 3736
71 1032 2579 2956
319 309 2906 3422
883 566 1486 2371
1707 295 2827 352
1868 1134 2844 3939
377 1084 2082 3750
2924 384 3952 1602
1583 255 2768 2738
180 1045 293 1363
3688 2295 3833 2798
1315 1532 1686 2045
998 3900 3505 3954
211 688 2585 2438
227 1167 1217 3543
2403 899 2886 2290
1093 2384 2780 3521
2467 995 3366 2213
1626 981 2018 2473
1083 6 3539 1343
2420 3580 2517 3951
1023 1938 3135 2461
2019 321 3637 2226
757 2683 1136 3216
2022 832 2837 2878
373 1314 808 1723
664 267 2788 3317
1987 472 3447 2807
3727 1827 3911 3361
1961 1232 2982 2618
2846 2952 3677 3120
1537 424 2338 2101
3323 2210 3538 3539
2822 530 2867 3535
1126 1718 2862 3333
674 355 3521 565
1274 751 1954 1968
588 1275 3558 2669
1993 1370 3016 1431
908 1328 2314 3128
733 1497 2092 2739
764 1091 2564 3493
1830 2795 3399 2949
379 1133 2396 3043
87 463 408 478
980 1174 2453 3354
155 927 2805 2966
974 2497 2447 3695
1316 239 3484 536
855 1294 3512 1596
847 1159 3769 3565
3363 134 3875 2872
2692 1145 2802 1168
764 873 1366 2928
763 2528 1904 3859
3051 796 3780 2649
2145 35 2191 2522
2053 3376 2110 3560
1254 63 1506 2507
1898 2737 2248 3689
327 1520 1658 3586
2229 1373 3280 1766
2553 1405 3678 3902
93 2519 1410 3506
3766 1886 3868 3975
637 1315 1861 2269
318 2018 1147 2273
753 1176 3838 1370
818 1421 3344 1788
1258 1226 1482 1428
259 875 644 1782
3185 1985 3315 3329
1187 642 1325 2888
796 168 3455 2332
3112 380 3387 2018
1622 915 3035 3861
523 813 3454 3173
1575 2417 3740 2953
600 2660 3796 3299
582 2311 2807 2656
3072 2013 3404 2198
952 1300 1279 1308
1796 1240 2888 3537
646 413 1759 2965
3097 776 3246 3270
2613 315 2968 1737
140 550 3059 2637
2565 6 3968 1754
984 1108 2026 1490
37 980 946 3579
1151 3178 2462 3736
949 802 1303 3782
904 799 1104 2774
2191 1475 3442 2708
544 80 3629 898
3000 680 3528 2732
26 1921 204 3263
455 1101 2017 2634
3143 239 3427 2605
496 1726 1636 3477
967 2511 2861 2516
2569 289 2988 2303
1445 661 3344 736
276 3441 3343 3463
626 41 934 2988
814 2024 3821 3193
1756 2393 1868 2815
886 2889 2400 3421
1048 577 1310 2227
1488 1762 3948 1846
3182 512 3899 541
1854 842 2883 2079
545 1968 3199 3142
3348 1391 3415 1969
511 1051 3306 3621
1882 672 3282 2917
686 2447 1132 2708
586 917 1258 3752
111 803 405 1209
3288 1166 3863 3411
825 341 1573 2271
2352 678 2747 3923
1585 2779 1940 3921
12 1623 3475 2014
12 2012 3034 3637
561 214 1549 3003
1047 1752 2215 1914
1145 804 2591 3907
1423 230 2502 2002
976 223 3908 1225
3830 1792 3834 2650
734 992 846 3995
1522 240 1763 2509
2257 2267 2336 3375
2440 58 2915 1240
2454 1416 3034 3282
372 950 3631 2146
1651 431 3127 3970
230 2380 2261 3067
2368 8 2445 1588
2305 609 2523 3066
1842 1468 3206 3723
1324 2373 2178 3170
1065 1956 2064 3487
905 1294 2344 3793
1805 1014 3394 2407
431 1141 3433 3759
590 2783 2526 3701
2615 1740 3000 1984
1031 2915 3347 3190
1867 1176 2698 2806
1213 1599 1352 2328
2874 1666 3928 2120
3007 1772 3382 3997
1136 353 2294 1182
40 1850 2259 3758
2006 3066 3025 3113
2100 2151 3812 3342
62 72 1189 2877
1371 1811 2935 2119
1608 82 2626 3833
3231 494 3322 1051
309 104 1559 2734
305 3422 1967 3866
1589 505 3852 3477
1045 3558 2837 3720
1197 2706 1706 3955
258 426 969 978
290 2314 3004 3994
2155 446 3712 3275
2274 1401 2279 3229
2255 1033 3346 3298
376 3701 397 3829
3844 1872 3973 2457
525 1477 2134 3831
1014 630 2613 960
1033 1617 2108 3914
687 3916 887 3936
1666 554 3189 3754
949 1857 2855 1872
3261 2472 3927 3925
3515 1047 3751 3256
1163 777 1785 1015
228 92 1940 1436
1489 82 3028 1516
1868 1270 2464 1507
662 78 3219 1981
2279 1719 3777 3748
1502 1814 1733 3143
3441 2722 3620 3007
2014 297 3099 3463
997 1718 2577 2193
320 2630 2922 3271
19 768 455 1141
3301 1412 3340 2836
733 1882 798 3347
234 372 2489 3324
2142 2996 3560 3542
1038 733 3103 1241
2189 2248 2801 3471
1131 3391 2664 3689
1894 501 3892 2976
3043 959 3827 2162
382 579 1632 969
847 1022 2538 1835
1165 2778 2474 3243
3606 1539 3917 3377
1873 22 3267 2315
1980 870 3256 1178
393 1597 2402 3417
141 2332 3017 2381
156 3217 1016 3384
1939 332 2475 2990
2064 776 3085 905
2552 2613 3264 3407
938 2761 3662 3481
320 1398 1502 1685
3434 367 3988 385
2975 1249 3929 2895
398 697 1505 1096
1670 70 2271 3607
1374 591 3849 1341
2705 1752 3051 2231
560 101 3827 3073
399 63 2105 1246
286 1479 3489 2689
596 602 3136 1823
99 566 447 1851
231 2544 3202 3585
18 2176 1445 2369
1408 9 2438 3403
1786 979 3021 3807
361 527 3360 1742
493 3126 3847 3452
2009 757 2338 1857
518 1769 2658 2753
215 1073 2896 2674
3180 810 3474 3731
687 919 1704 2154
229 2059 623 2684
216 1547 289 2276
128 3320 3583 3954
1570 532 2526 3731
2778 1889 3986 1903
3687 3010 3698 3855
3377 3225 3776 3807
1284 2324 1640 2706
149 2841 3735 3792
2618 1013 3376 2567
2115 881 2929 1849
583 470 2552 3417
761 2409 876 3024
1129 229 3769 257
1284 227 2518 925
556 1736 1960 2635
1508 2036 1661 3680
1825 1904 3435 3781
1441 168 1920 1797
869 994 1400 2588
1412 479 3991 2671
1366 62 1808 2887
3809 1361 3854 3479
1164 1057 3767 2474
2190 1364 2487 3646
330 339 433 1751
3183 623 3536 2218
566 970 1544 3719
316 164 2096 1021
1608 2895 3167 3666
1636 403 3394 3394
140 914 3618 3230
886 906 1357 3568
3274 714 3765 926
852 2111 3895 2731
797 2707 2274 3923
1989 1784 3345 1947
215 1563 3282 3064
684 2252 2674 3556
1533 1456 2748 3578
2254 1911 3016 2672
692 2630 1030 2809
2129 188 3168 757
292 347 3195 3153
1646 823 2395 2533
1617 1026 3337 2092
1276 304 3605 1526
1511 1585 3213 2555
2367 1771 3707 3646
1884 12 2680 1986
311 1318 2527 1524
920 912 2846 3300
255 1736 2425 2247
2417 1265 3198 1381
1230 289 3426 2801
867 1585 2193 2069
3106 1924 3250 3882
186 254 682 2460
882 54 1921 705
123 1701 3706 2918
2089 2074 3643 3287
1522 631 3848 1371
1013 3883 3274 3968
1959 1993 3687 3459
426 2242 3922 3655
904 358 3899 3632
1011 567 2710 1452
171 163 3090 2224
2356 1902 3322 3361
1521 743 3802 990
778 1178 3900 2651
514 3 1180 3722
1081 2138 2457 3140
212 64 2619 426
2354 1654 2395 2109
11 1225 3552 3845
1812 1537 1940 3023
3305 499 3840 2347
2077 2796 2685 3456
1504 2006 3235 3495
1931 2813 2442 3765
299 1992 1939 2838
866 1918 3223 3396
2137 626 3085 1252
841 1607 3962 2027
1326 1482 1793 3280
1218 9 3532 2891
1901 2874 2218 3426
1332 1197 3484 3225
3522 33 3755 726
336 437 2406 1157
1241 1643 1318 3937
2235 1887 2379 3524
1500 503 2371 3594
1810 64 1888 1695
2962 1900 3671 3047
1936 277 2291 2818
2289 2920 2878 3161
3281 805 3503 3885
1010 2191 3750 3497
1508 906 2915 1791
854 435 1189 2112
2679 983 3012 2197
1902 876 3211 1047
433 367 2749 2439
2511 27 3233 912
1746 405 3600 2573
1469 951 1499 1463
987 3049 1177 3246
834 973 2872 2631
3334 3177 3908 3466
2621 1619 3675 1742
992 349 1831 1973
112 267 3624 2477
322 1389 1001 2267
3131 2766 3235 3523
2191 970 2974 3409
122 795 3992 1562
2569 667 3713 789
1159 3400 2424 3861
600 1267 1274 3132
2169 690 2543 799
876 125 2591 2473
1444 1709 2946 2656
720 1137 2132 2409
685 1375 3624 3895
827 1393 3890 2711
531 142 1219 2023
3269 923 3734 1787
1487 2774 2674 2923
1052 3768 1310 3929
118 269 3879 2347
827 761 1172 2654
2150 80 3876 443
822 356 1240 820
3638 1668 3955 2693
808 198 3628 573
755 271 3031 3369
2646 749 3285 1254
60 429 978 1747
31 3474 1063 3869
423 140 2643 3894
845 552 1556 3775
3139 522 3313 3715
601 3050 2580 3816
495 2196 2445 3619
3117 1038 3602 1130
1251 1064 2943 2005
3192 2290 3213 3900
120 1552 2565 1610
3155 1702 3725 2056
670 145 3124 1867
792 924 3588 1178
3028 379 3605 1318
193 587 711 3419
268 2916 2997 3447
1786 2717 2139 2870
2109 1088 3752 3279
512 736 3955 2843
136 2470 1649 3829
113 1880 1887 2533
1882 453 1926 3178
2885 437 3112 2271
1721 75 3057 1321
2813 2413 2867 3442
356 1327 517 1607
1438 2972 2506 3018
3320 28 3903 3003
200 52 2832 1002
1330 57 3728 3443
792 2019 2837 3312
37 579 218 2256
2244 524 3057 2086
152 419 2954 1740
567 1967 1648 3224
915 3032 3898 3309
2172 364 3703 3319
2705 2696 3993 3456
2192 967 2635 1009
239 2623 681 3877
601 2191 2007 2603
892 312 1974 1709
130 334 2146 1527
561 2137 3463 3459
1838 1492 2160 3013
1909 2151 3429 2470
404 2381 2060 2409
1212 1891 2605 2176
2659 66 3750 3072
714 711 3150 1168
464 218 1265 326
2439 759 3635 1911
2538 293 3175 2688
123 66 476 2664
774 812 2037 1341
564 1660 1878 2391
408 268 2232 857
1041 2954 2733 3521
1845 1455 1852 2378
1608 457 2882 3997
1546 1351 2485 3760
2545 2798 3771 3746
385 1493 3177 3831
3200 1883 3998 2415
1175 122 2338 1164
304 1593 851 2332
212 1437 2530 2576
2 253 1107 1022
1522 220 2771 1929
2344 400 2479 2454
1271 891 3373 1096
760 244 2363 2913
2439 2198 3702 2500
699 120 2502 3115
36 214 798 223
1717 343 3125 2595
235 1831 1679 2072
1973 2406 3345 3194
725 617 3851 2912
429 156 2534 859
1418 988 2405 2880
1161 302 1851 3956
987 203 2984 685
836 254 2472 1666
387 956 960 1952
3081 614 3124 656
1616 2314 2858 3194
2670 1827 2810 3600
1682 917 2600 1168
910 660 3142 1758
393 2437 2813 2849
340 18 1572 2819
1513 83 1524 826
1595 2266 2898 2727
374 110 1228 2171
1356 2411 3085 3317
444 680 3982 3687
597 1783 3256 3152
1735 613 2219 672
646 6 2933 439
730 510 1042 2564
3747 1210 3848 2950
705 1291 3741 3755
2334 364 3378 2066
1049 279 3620 3696
754 238 3662 3056
1789 2044 2220 2956
218 1422 3216 1871
