4000 4000 4000
2007 1932 3407 2274
1821 1672 3770 1907
982 1179 1166 2381
989 172 1110 3011
2203 658 3791 3871
292 44 1194 1424
1619 2416 2785 3915
2754 2781 3872 3416
1191 167 1359 2376
1758 449 3219 3694
2141 2109 2282 3114
1882 2673 2621 3140
385 1296 987 3805
1423 1668 3698 3987
905 2119 2599 3580
2750 708 2761 837
3252 535 3972 1715
2523 2118 3729 2502
330 1212 2937 3375
2462 1670 3558 2662
3245 813 3703 3956
2664 291 3327 1145
1466 789 2013 3941
97 664 1866 3859
2350 515 3517 1664
946 491 2070 3678
1494 1311 2919 1445
294 1159 589 1787
1138 1280 1493 2199
1125 599 2390 1811
565 2886 1135 3392
30 2526 2915 3563
327 984 710 1135
630 2893 3488 3617
1160 1185 3017 2270
2177 1384 3099 3801
1541 597 2567 1545
1374 2188 1562 3104
1308 3227 3817 3300
1631 2270 2277 3228
2812 774 3665 2241
366 519 1002 2538
929 452 1642 1750
924 1262 2784 3778
1377 2991 2743 3439
682 2551 2927 3277
376 3277 3443 3805
2314 154 3651 924
2778 2232 3750 3638
2929 1570 3230 3771
233 1160 1465 2515
639 1269 2137 3680
1243 1126 1814 2401
159 3541 2945 3674
3040 338 3753 3220
2698 2829 3023 3839
2991 574 3872 1898
2364 593 3817 2396
1791 463 1803 2103
437 611 2622 1599
1441 630 3322 956
2561 1103 2711 1615
1967 640 3397 2045
648 2478 3372 2586
1570 29 2687 3586
1119 13 1281 2821
1341 60 2930 3429
1224 525 1233 2734
1221 2073 2872 3509
1567 1362 3900 3263
203 1647 2490 3333
3249 665 3883 3904
610 35 3469 1241
3663 2479 3936 2575
1019 2768 2000 3132
495 1440 2442 3133
3166 2862 3462 3018
788 658 1167 1149
518 1840 1089 2758
1242 445 1957 1626
92 2266 3648 2703
2607 672 2924 1654
2215 2605 3625 3107
1077 38 3603 2193
1834 937 3733 2248
260 2164 2327 3691
3235 3143 3552 3612
2107 336 2662 2501
1064 3827 1759 3869
2284 59 2882 2944
1834 389 2251 1992
2335 125 3584 3006
2045 630 2720 2804
2528 585 3497 1386
66 162 420 2078
1243 487 1924 909
841 60 3743 3034
1551 247 2427 2253
247 313 636 1992
598 782 715 2506
1810 1914 2031 3081
572 2399 2655 3649
1064 1397 3586 2997
1248 618 1688 1512
539 1987 2156 3642
581 3735 2296 3915
3314 1860 3779 2054
1901 298 2997 2122
1382 1874 2219 2002
1840 343 3509 919
312 1484 3011 1762
403 100 846 3599
841 501 3966 2711
1219 1645 2876 3133
167 267 3257 2095
474 998 2098 3547
1972 285 3284 3186
618 1398 3823 3565
579 144 2550 2476
1092 342 3776 1810
223 1013 1888 2523
481 3663 1577 3726
727 2627 764 3508
77 1235 1682 3385
351 901 1893 1939
494 999 1644 1622
891 977 2477 1088
1092 1622 1808 2032
1834 1280 3334 1665
751 1687 2314 1777
2698 3592 3947 3980
2317 91 3892 2572
734 886 1451 1441
2084 2698 3321 3683
2249 536 2264 3839
2177 1167 3232 1570
2705 23 3554 1992
461 2515 2739 3668
281 836 1850 2321
1284 483 3087 1578
1963 12 2339 3522
2191 2012 2504 4000
3292 324 3618 3462
0 152 2265 2667
2558 2769 2712 3983
1387 910 2616 1159
8 1258 258 2523
1712 1133 2839 2361
206 251 1522 3616
8 1162 2471 2982
725 1759 1056 2977
601 1229 3627 3053
648 1323 1266 1924
187 2059 1859 3268
1967 507 3732 3138
3770 3830 3999 3970
1306 79 2044 1181
1379 754 2813 2253
2521 2569 3980 3259
2783 1300 3408 3659
66 3316 283 3978
1221 3444 2806 3534
2909 241 3137 1891
20 752 31 1424
1734 1215 3479 1689
2098 3548 3718 3704
1123 1760 1253 3794
1201 1268 1776 2178
301 1949 2500 2577
113 2718 822 3260
69 492 3667 3500
1882 1142 3268 1325
3391 1123 3413 1280
1334 2349 2898 3856
3110 440 3471 1110
612 1572 2820 1793
3652 199 3752 2029
94 412 2977 448
345 950 2175 1312
172 271 3077 685
984 1331 3190 3530
1050 977 2234 2088
2447 996 3063 3251
2079 625 2982 1722
2242 560 3799 1050
350 831 3688 1750
1596 2408 2709 3148
1223 1586 2329 3383
2977 2158 3684 3810
796 350 2232 3713
1361 1829 3999 2544
1358 2854 3349 3581
123 1383 3001 2598
984 352 2999 2506
2767 2762 3921 2831
965 684 2238 1205
547 1786 608 3520
3190 1924 3361 3988
622 1248 3644 3537
1365 1171 3400 2629
1259 1019 3067 2084
22 14 2636 3450
795 1131 2152 2346
3594 2857 3882 3690
2570 976 3951 1027
341 537 1628 3187
1550 297 3503 1635
34 419 3498 952
1255 588 3647 1749
2105 3129 2803 3203
712 1181 2531 1817
1887 766 1963 2321
2516 58 2767 909
1212 1289 1641 1497
1704 3442 3456 3991
1087 1561 2188 2333
1209 1224 2200 2589
94 3357 935 3456
2224 3211 2760 3704
1717 1846 3692 2015
1072 609 1314 2565
526 1107 1853 2893
1725 16 2019 3568
1305 1254 1380 1735
1681 558 2719 2791
3286 3484 3951 3495
2579 121 2994 3778
1772 196 2259 3296
1246 2005 1327 3196
815 440 1763 1854
1980 211 3931 3945
1444 2450 1626 2929
3620 188 3939 2822
903 1733 2311 3488
411 2003 3523 2585
885 3111 2885 3158
3046 624 3444 3731
1245 1783 1291 3568
1785 2952 1794 3799
747 973 2940 1317
2894 334 3359 3408
1896 704 3218 3998
2679 535 3425 1813
1469 1348 3731 1659
129 2918 897 3750
907 2432 2729 3848
720 1502 3616 3570
1387 612 3062 3975
2469 854 3423 2389
1653 1165 3099 1491
1254 15 2779 2473
1181 234 2434 2326
1513 464 2771 3957
1564 2399 3593 3063
1568 613 1836 2451
512 1050 2652 2000
1427 641 3874 1055
1162 581 2834 1526
1447 806 2501 3026
2441 417 2937 1543
859 1071 1931 2971
641 595 2317 3839
1064 2196 2611 3684
357 1254 2991 2835
2008 757 2488 2135
2633 2899 2944 3522
1862 816 2783 1349
0 482 880 1215
556 2617 3909 3000
1286 117 1645 2003
1784 950 2128 2721
322 2418 1789 2487
1360 956 2398 2246
757 372 2665 2867
3568 1104 3898 2057
1733 744 3385 3513
873 757 1505 2883
2549 390 3577 1454
736 538 2667 2573
321 194 500 657
202 1344 3927 3617
1918 2013 2614 2471
758 605 3729 3976
573 1565 3354 2144
2681 1498 3951 2979
1103 1215 3946 2077
3239 176 3255 788
2493 39 2858 2817
588 1371 907 1953
624 2154 3461 3985
171 685 3726 3679
801 3455 1907 3861
401 1180 2198 2403
1946 466 2238 2710
2792 330 3068 3442
1507 2557 3364 3650
1732 350 1774 1367
950 1284 1853 3398
2954 738 3515 2748
687 1061 3245 2284
2968 2451 3628 3909
2607 3879 3253 3911
167 803 2644 3498
1933 1313 3450 2606
720 2487 2153 3353
1006 3344 3825 3995
865 851 3918 2795
2621 2886 3133 2923
104 1414 1864 2848
1076 935 1875 1670
1929 415 2313 803
2725 1702 3614 1897
2757 2959 3603 3194
2080 2465 3967 3426
374 1478 1388 1796
860 1038 1153 1051
222 1345 1378 2439
1033 496 3997 599
753 234 1379 3628
1993 1380 3188 3236
482 591 3344 2615
1192 545 1979 1993
1186 322 3146 3688
841 146 3623 1151
3060 436 3573 1271
1197 1848 1924 3645
982 1689 2390 3057
1633 3177 3526 3338
1317 2075 3304 3498
1177 102 1386 2948
1485 181 3526 429
964 1473 3626 3131
2841 234 3986 292
250 172 1154 2612
49 1214 1984 3093
121 643 3530 1598
1008 150 3711 3110
478 151 652 2033
2967 2359 3120 2935
1390 2192 2902 2594
1571 1950 3081 3961
965 337 1182 2437
3735 544 3815 3088
2307 2217 3323 2850
3080 76 3082 3805
1845 249 3263 2788
3615 1805 3771 2714
36 1103 3985 2875
711 122 1099 163
1218 338 1763 3722
457 9 1533 1959
759 911 1360 1304
90 770 569 3478
2095 149 2762 3091
297 277 987 1401
426 1482 2835 1538
699 2061 2741 2505
503 3720 1672 3964
193 1079 449 2361
2300 2636 2904 3498
94 2367 1464 2608
1660 948 2865 1563
733 401 2242 1109
738 2289 961 3279
675 204 3266 3520
564 453 3280 3282
2619 2668 2623 3536
2837 1030 3897 3143
3043 3150 3250 3982
826 2986 2217 3573
422 687 3652 3415
1147 2864 3890 3320
2088 2259 2363 2624
2926 1258 3063 3545
756 687 2322 3876
963 3236 3614 3964
2915 1458 3137 3859
51 2382 2025 3690
535 2779 1389 3618
1725 1887 2806 3456
799 2391 1938 3261
2221 3016 2832 3950
1997 1041 2915 2482
2269 1627 3920 2390
797 508 1777 1216
1257 1766 1276 1880
468 1443 2222 2899
391 328 401 1975
138 2946 2516 3425
856 922 3968 2709
1198 2240 2984 2942
3485 2959 3802 3293
295 1216 1427 2501
1268 2293 3658 3125
964 1201 1420 3131
651 3366 1253 3569
2031 45 2881 2812
2002 148 2324 3288
1181 1296 2929 3998
1320 2113 2766 2447
2646 1662 3223 3394
3815 3415 3939 3689
2552 574 2706 2343
238 3601 440 3984
862 872 3604 3852
2042 1973 2456 3538
1117 1144 1380 1509
80 86 3401 3995
393 450 3787 3628
665 985 1538 2311
31 264 3230 3982
1323 3279 1824 3601
859 3532 1339 3954
524 1651 1565 3892
94 1035 3927 1498
196 1199 1555 2909
681 1090 1644 1392
999 2230 1575 3486
3227 1505 3268 3553
1392 169 1879 3341
2177 590 2919 1739
2334 3023 2550 3831
889 2058 3647 3519
1521 1441 2550 3578
1552 1521 3799 3756
1219 1691 2210 2869
1517 992 2150 1604
3040 1385 3491 3618
906 1312 3411 3830
1312 3412 3813 3992
767 913 2990 3876
342 1211 1815 2681
2325 651 2944 2965
1074 2086 1791 2425
1223 493 3388 3062
2137 3657 2698 3783
755 2148 2329 2256
622 2916 3633 3740
791 785 2201 2381
3183 1995 3589 2907
1829 914 3773 3882
2301 184 2666 2951
1110 1370 1890 1456
910 260 2688 1578
1130 676 3888 2233
2786 126 3340 726
54 2373 2867 2713
1404 1534 3073 2139
2475 48 3131 812
1210 1635 2123 1821
754 3597 3484 3839
683 1775 1682 3775
1710 1048 2112 2433
2014 1095 3443 1186
453 1029 2739 2299
1015 2941 3628 3034
1856 457 3075 3473
2009 37 3979 3838
1916 1726 2723 3240
590 2047 1691 2152
1434 2114 2806 3068
885 2677 897 2981
3783 1448 3943 2211
3033 1099 3497 3647
761 79 2574 2599
465 86 1039 3061
46 231 173 3672
820 792 2975 2470
140 101 1684 1641
196 1665 793 2999
3162 561 3489 3551
1706 1886 2128 1923
831 1183 1158 3410
2679 605 3417 3199
2765 3289 3766 3781
1253 3484 2656 3604
975 298 3912 1777
1686 1496 3535 2309
2939 2558 3860 2709
92 3057 3461 3197
490 973 3026 1578
2579 1801 2595 2940
1726 1762 1799 2072
45 109 3024 736
907 1357 3749 3250
199 792 2452 1551
1852 2203 2993 2320
998 696 2255 3066
188 516 2993 3131
3196 1561 3486 2657
2944 1690 3056 1751
2137 287 3590 1359
1938 1168 3931 2538
1411 2274 2138 3266
318 1846 2668 2639
31 2880 3055 3988
1996 1974 3261 2977
396 98 1548 1492
911 1588 2572 3758
254 2371 2287 3201
310 1081 736 1808
2644 1200 2905 2572
1256 1115 2035 3979
736 909 1274 3169
1200 1131 2087 1181
2147 1767 3051 2682
1276 493 3221 3579
1950 803 2290 3406
3068 1925 3229 3356
1581 695 3614 3523
810 650 1626 1890
2424 1293 3336 3743
1333 3188 2135 3971
1263 1119 2298 2001
199 2844 2041 3080
2073 2790 3740 2978
404 1321 3552 1508
757 3272 2745 3435
1273 1382 2040 2626
576 2363 3955 2926
1238 1584 3485 2844
1749 2369 3370 3156
2739 1515 2888 3147
1293 1829 2150 3123
222 604 3763 1563
97 284 1868 1672
966 2491 1635 3949
795 360 1683 3971
125 55 1690 3438
2233 2801 2824 3885
2116 2075 2374 2303
3117 131 3220 382
1188 76 3865 2407
1012 110 2737 2210
349 586 3471 1068
576 2150 3568 3492
84 1314 1219 1830
1531 306 1735 3040
576 1350 1443 2939
3070 353 3937 3362
1577 1091 2450 2900
1246 1152 3522 3152
281 576 1979 2415
956 330 2502 1904
3604 52 3868 1600
259 2037 3435 3734
2584 351 3252 956
1875 217 3629 2117
815 252 2428 805
2035 66 2340 365
639 598 867 3823
247 2616 1353 2786
983 3132 3983 3172
1361 1382 2580 3536
581 197 3241 3215
836 1818 3085 3203
1415 1812 1666 3816
1754 345 2818 839
2479 54 2998 1503
1838 1610 3490 3825
1094 477 3645 3977
3147 1525 3425 2423
1229 2114 2436 3057
3812 2584 3862 3391
853 2363 2241 2797
804 298 1000 310
2969 2936 3486 3980
235 872 969 2966
1515 1086 1924 2997
1902 137 2197 3266
1874 1655 3311 1667
1602 1002 1613 2123
760 148 3200 1868
578 1416 1432 3643
460 1326 1479 2293
128 3250 3497 3531
755 1730 1555 2887
343 1775 2606 2319
1315 685 2750 1729
183 554 3839 633
862 370 1891 1561
1799 1032 2808 3939
1136 695 1891 3979
2422 1781 3771 1985
289 2051 3418 3158
666 2655 1653 3979
1332 1464 2922 2652
1731 580 1998 3362
70 656 3386 1098
823 2884 3039 3488
2250 299 3944 511
1849 1138 3475 1403
1183 777 1908 1963
2634 2214 3523 3136
1154 888 3460 1936
1691 918 3704 1664
2285 1574 3667 3160
1869 1482 3603 2215
3226 946 3239 1446
2263 899 2538 2463
3281 2924 3740 3786
3354 1001 3945 2201
199 2905 2222 3850
162 2280 1666 3369
2042 1638 3789 2902
1131 2100 2510 2659
1907 1944 3867 3030
2666 1210 2866 1955
537 2036 694 2641
423 612 3560 3498
3563 1725 3645 2032
3113 672 3585 1451
1949 2997 2547 3025
1358 1097 1949 1111
148 435 1612 1390
358 1047 1426 1914
175 1056 2528 2668
1684 330 2610 2137
2978 328 3550 2812
70 1234 2894 2094
91 1212 3231 1697
447 1524 2229 2205
840 1058 1298 1987
1397 41 1763 1698
646 1153 1410 1236
2016 1702 2918 2640
1193 577 3203 3148
1254 2630 2280 3868
591 1993 1398 3642
3691 919 3816 2334
891 1099 2630 3986
1561 894 3187 2658
1686 1804 2523 3937
1829 1304 2577 2760
2876 1534 3215 2679
657 917 3109 3000
1322 77 1577 3028
983 833 3714 1782
246 1920 3667 3920
1999 410 3116 2582
3097 1365 3859 2415
996 1026 2984 2046
3128 1350 3407 3228
219 1148 3951 3344
943 1139 2942 1308
871 1035 1555 1889
1868 2211 1986 3117
2617 287 3706 3395
1923 341 2178 2897
973 1479 1313 3240
554 739 1817 2652
2692 634 3691 1721
217 1478 1736 3221
1116 1123 2606 3867
2115 2319 2929 3001
1961 1095 3584 3817
64 392 2075 2244
1034 1024 2172 1027
451 2834 3255 3254
1607 2372 2966 3156
1784 1271 1850 2953
852 469 3849 2476
942 3177 2765 3215
351 1836 3607 2113
468 769 2340 2023
2656 459 3408 3417
96 564 2185 1471
2445 2329 3149 2370
2298 1783 3575 3329
1477 1099 2213 2350
699 2449 3817 2675
365 172 1345 1696
2562 791 3955 2134
1168 121 1442 2943
2308 1286 3612 2101
981 706 3001 1990
1497 2049 1761 3868
3065 378 3958 1383
947 1721 1482 3281
1651 514 3545 688
1461 138 2868 3077
124 2469 1566 3285
636 2122 3327 2354
1827 1447 3305 2917
1971 65 3528 179
466 1713 3736 3221
2574 856 2790 3269
