4000 4000 4000
492 1039 630 2911
1081 2007 2206 3610
1091 1148 3028 1546
152 1259 3780 3209
337 1112 625 3622
1282 338 2566 2657
2162 1147 3703 1276
2115 2707 3845 2787
1964 4 2865 586
569 2010 3731 3053
521 1196 1697 1338
1025 680 1760 3044
294 2589 3378 2656
802 1281 1061 1522
3064 1167 3874 2686
1391 506 3665 1830
1793 768 2307 3710
431 3650 1339 3974
207 1812 3484 3116
364 3243 711 3779
2676 2017 3643 2495
75 1910 3117 2803
906 1391 1260 2453
58 2172 3908 2319
11 623 1821 3765
2644 501 3884 1109
3390 769 3905 2182
2679 1905 3647 2725
1698 1617 2594 3942
2391 1145 2844 2795
2753 1668 3528 1838
3500 834 3997 2308
1667 904 2121 2533
1239 1439 3796 2858
2446 1565 3756 3485
1329 935 3702 1048
562 1464 2237 1753
2498 3691 2903 3988
1923 2471 2562 2994
346 88 574 2419
346 1316 2368 2351
1201 3723 3346 3783
1719 3176 3111 3402
1517 3003 3893 3899
2160 1167 3133 3735
59 1004 3939 2280
731 1881 2079 2733
3031 2807 3473 2968
1273 850 3669 3614
1478 1152 3966 2328
519 1024 3697 2889
1364 1693 2872 3756
2331 2357 3803 3911
1235 1749 2294 3502
446 3341 1887 3847
2215 1450 2608 3582
1614 2271 3124 2418
207 1707 3671 3853
682 431 1812 2399
2896 305 3721 679
2579 974 3524 2326
288 1776 3258 2895
1740 2786 3286 2938
480 1378 3749 2150
1167 1793 1935 2361
582 1366 766 2743
778 3707 1711 3800
2052 197 2650 1421
3438 1631 3998 2846
3168 482 3804 582
2829 944 2907 3438
1165 186 3565 2749
100 676 2076 684
1189 2855 2042 3430
1238 86 2288 3957
1259 572 3922 2704
1534 1832 3083 2432
745 998 3428 1220
256 1739 530 3542
327 1653 3250 2510
1372 209 1591 544
866 1558 3614 1652
1055 593 1787 656
185 1450 3961 1706
53 1941 3074 3808
1810 1777 1848 2003
939 2367 3966 3670
1323 748 3951 1588
1505 547 2916 1804
2279 3474 2671 3993
145 1253 3950 3774
136 932 2295 2595
1899 1690 1907 2893
2469 311 2714 1162
87 143 2445 2018
802 2314 1896 3356
2693 2013 3979 3062
4 755 223 1846
937 730 2687 3986
215 2456 3348 2608
722 488 1749 2052
878 1064 3555 2514
3798 1430 3909 3687
512 192 2695 3705
323 2734 1930 3036
3275 2797 3717 3031
750 1509 1728 2023
1903 2258 3436 3478
1178 2487 1334 3064
42 612 2073 2029
1588 2264 2255 2699
588 2604 1635 2994
698 169 1133 1672
759 511 2676 2036
2028 879 3995 2574
389 201 3259 2979
1306 2448 2441 2454
1842 887 3186 2385
792 661 2536 1752
2493 256 3516 3754
2265 3740 2923 3785
1033 1292 1838 1373
598 64 1252 3893
1458 739 3226 1269
25 2049 1471 3989
499 1314 558 3677
48 32 81 2872
2464 1614 3984 3624
636 2299 3805 2808
1521 306 2667 3405
1936 2053 2516 3246
1379 2628 3715 3905
912 1096 3364 3707
1598 1173 3590 3869
2063 545 2276 3430
841 661 898 2679
89 1051 1701 3712
2722 933 3952 2592
602 256 3427 3335
450 1110 2225 1340
1286 2052 2250 3698
1192 1103 1570 2993
2446 830 3982 2297
3388 963 3986 1113
1118 2735 3337 3076
2384 1139 2644 3828
380 1059 3653 2221
1893 3536 2303 3741
501 1253 1771 3801
1322 39 2623 1507
2659 1107 2921 2181
2735 336 3204 3601
1202 78 3982 556
1510 1716 2974 3657
602 13 3586 2186
3423 195 3766 2512
64 2935 2020 3436
3053 2372 3720 3698
432 761 720 1897
823 1626 1561 2691
1008 3213 1359 3553
2506 171 2721 325
1742 2438 2897 3748
2630 881 3783 1632
904 812 2914 2329
1224 773 2856 2131
483 1106 1173 2061
1808 2643 2948 3885
908 2350 2457 2634
411 876 1406 1776
165 644 1765 3672
2138 574 3052 1274
17 451 2513 1870
1193 1512 3891 2126
818 880 3088 1674
754 1332 3093 2783
1193 1750 3463 2946
2155 1853 2565 2626
1256 738 3160 3267
1717 1404 3412 3428
413 491 2651 3660
1544 328 3985 423
3467 792 3492 1692
3784 906 3796 1776
171 3184 1424 3559
3008 3064 3969 3305
2331 2 2863 3420
1959 3177 2199 3445
113 1588 301 3470
300 1500 1759 2875
199 2423 1336 3633
2390 365 2698 1181
1381 492 1477 3771
2379 2698 3213 3448
302 246 2793 2041
1460 1594 2490 1867
46 3068 2048 3339
2047 3257 2667 3733
1801 1125 3742 2564
2464 14 2916 149
2154 1736 2213 3541
1786 243 3891 3721
2008 1691 3568 2922
171 460 3920 593
533 339 3265 2386
2729 2466 3537 3233
1591 1856 3355 2575
624 624 2234 3451
1096 2126 2724 3673
189 3088 3652 3956
701 974 1173 1413
482 2666 809 3762
1313 258 2568 651
2437 571 3073 1440
1431 397 2066 3474
414 231 3006 239
1645 206 1840 550
615 74 3818 1674
451 485 1537 2542
1567 2013 2329 2706
2795 1459 2879 1828
2294 2401 2317 2567
1507 575 3048 3160
1473 2141 1777 3485
2402 2068 2593 3896
1616 448 3539 1599
810 102 1524 471
480 1439 1857 3932
874 1598 1965 3420
2621 3175 3379 3243
3053 363 3158 1605
2511 1013 3947 2349
772 2316 1148 2994
2757 657 2967 2142
700 924 1664 3100
1658 166 3240 2047
486 697 794 3467
752 1417 3517 3007
529 1114 1079 1729
1478 3275 2990 3380
1390 1178 3139 2456
1308 835 2140 3682
1824 534 3977 1100
740 673 3610 972
2649 158 3591 1183
451 1813 2221 3877
668 1453 3921 3673
572 2008 697 3860
272 3397 1486 3709
2198 893 3780 1797
2138 376 3411 2927
780 507 2743 1490
2690 641 2776 1742
2692 612 3734 2208
113 3009 1131 3409
950 872 1739 2889
162 373 3714 3794
612 102 2341 1223
2075 360 3256 2504
1076 1093 3771 1730
1132 0 2671 591
1491 166 1844 2475
1490 1971 3291 3703
1851 479 3258 499
546 859 602 1347
752 1487 1006 2238
721 611 1662 2368
2323 192 3105 3022
1273 2433 2341 2846
2581 1243 2583 3634
326 2555 713 2841
3383 667 3415 2521
573 2662 1243 3905
1898 3531 2136 3821
1056 2574 2347 3933
712 1515 1199 1900
3220 1919 3978 3397
2977 3195 3161 3436
617 1823 3497 2449
229 392 3272 3606
1111 2948 3670 3836
1013 791 1443 3866
516 365 1805 1893
1291 1450 3202 3286
2777 1706 3859 2651
263 896 854 2032
1590 882 2252 1075
687 521 2453 3165
391 26 2588 3339
3404 213 3550 2281
1639 1799 2046 3029
2226 2966 2771 3697
1753 376 3995 557
2904 407 3083 1010
155 2767 3883 3641
41 757 138 3922
1471 875 2031 1176
856 961 3704 1182
2317 1329 3742 2295
2544 338 3502 343
911 1194 3704 2391
721 275 3710 3271
2379 2044 3899 2533
277 1217 2719 3369
1090 2107 2006 2637
197 2657 2726 2977
113 1382 1871 2894
1087 2 1315 857
2765 13 2837 2372
569 1725 3006 3601
260 9 657 3578
1991 193 3997 1641
3498 2815 3900 3189
1686 810 3646 2316
2065 190 2307 2218
486 2783 1594 3904
1138 1055 2626 3632
1314 2586 3941 3260
1107 776 1452 2516
1022 1411 3817 2136
1738 1942 1755 3637
219 1273 2330 1735
1172 1241 3074 3246
2738 250 3323 304
533 1350 1956 3401
1045 1667 2157 2534
1066 3795 1557 3982
1646 1443 3277 2349
951 363 2548 3820
1844 691 2863 2815
2468 1816 2527 2722
362 471 3780 2244
2585 179 2885 1358
2008 2125 2272 3999
1825 1370 2341 2295
2107 3 2927 2384
62 1866 798 2247
491 118 1573 2342
2469 555 3871 3844
583 1409 2298 3545
2247 31 2668 3760
1979 1314 2064 1391
1615 1112 1813 2194
67 102 3634 963
1532 2087 2021 3107
672 290 2437 2503
798 666 3695 1173
329 2111 2107 2167
3005 3044 3359 3362
857 1423 1648 2655
53 2436 3164 2957
1156 103 2296 3545
652 1505 2912 3249
2422 216 3743 2319
2417 1839 3237 2708
2021 2908 2648 3480
2750 28 2820 1466
432 2817 2091 3510
1873 527 3419 2376
3162 421 3652 2323
3602 385 3623 1670
1619 1927 3615 2124
1158 2694 1639 3393
129 329 1466 3072
253 225 3252 1183
252 1077 494 3595
836 1634 3053 1654
2195 2373 3082 3471
1687 705 1786 2686
609 2160 3628 3581
949 494 3388 3438
1981 429 2693 3567
1971 1513 3671 3227
1989 1722 3830 3393
221 2296 2205 3082
692 400 3919 1785
1512 1543 3214 3807
387 1647 3955 2866
248 900 2240 3383
2015 482 3210 3177
217 2832 672 3681
164 2663 1889 3753
1078 1334 1858 3983
1319 14 3544 3706
360 1894 3894 2602
505 1457 899 3981
818 747 1935 3862
1589 1022 2634 1915
1028 1724 2453 3831
3051 283 3114 903
1209 1553 3075 1901
1827 170 2999 640
157 661 3834 2675
179 471 680 1189
120 618 467 3648
832 1299 1183 2627
630 946 731 1795
1733 1181 2576 3070
1543 645 3385 2468
2227 2697 2887 2977
1192 2492 2800 3820
63 2369 778 3585
1744 719 2333 1825
352 0 2200 1718
3720 1469 3795 2043
668 1680 1165 3866
236 1780 3686 3622
2693 1581 3480 2458
1891 1604 3366 3776
746 2032 2672 3708
471 3934 3900 3954
15 2840 2796 3809
253 2864 1362 3264
1668 141 1778 781
441 2203 2668 3834
55 738 1708 1474
783 2151 1965 2259
148 2252 1245 3220
1204 408 2074 2418
1732 1201 2989 3281
2174 1600 3171 2430
1813 612 3583 1353
1007 2648 2751 3148
2361 701 3111 1288
2146 2490 2372 3291
1878 252 2831 2422
52 534 3440 3969
109 16 1716 2357
606 31 3826 2691
450 1990 1857 3928
1927 1449 2604 2754
1504 223 1747 1447
1451 1242 3243 2210
1539 1369 2213 2586
268 285 1287 1073
1623 1079 1673 1974
1992 2557 3878 2671
578 241 3243 2602
5 252 1932 2039
1792 203 2257 2090
287 1860 2548 3915
1761 2702 3398 3251
1839 1091 3082 3595
669 1031 3652 3886
791 462 3230 2180
1864 1141 1873 1666
2349 330 2509 979
1548 1970 2364 3432
844 1325 3529 2078
2051 990 2926 2468
849 1493 3309 2765
217 966 1030 2026
205 1124 283 3273
523 931 1911 3275
3185 1523 3641 3183
1907 2978 3603 3334
617 392 2829 3905
639 250 694 2257
1179 1221 2263 1573
77 563 492 2674
2959 2175 3574 3413
981 607 3577 799
87 1427 3938 2378
393 3372 3861 3522
784 3303 2755 3444
1374 714 2930 1115
14 500 3272 2721
3506 2377 3762 3203
591 2231 1507 2311
1393 2718 1991 3542
547 3060 1809 3831
3420 1178 3949 3312
1929 150 2507 2622
1665 1038 1719 2055
2421 1145 3602 3622
818 2183 3842 3818
2510 3053 3606 3711
2043 1860 3922 2274
1399 636 3209 774
2465 2808 3056 2846
853 362 2158 3693
652 1148 3928 1460
608 561 2367 768
108 2734 1550 3796
105 3259 1170 3825
1139 684 3743 1106
243 135 3887 1303
2872 1658 3952 3298
696 248 773 3065
139 558 556 2482
2286 2057 2945 2270
1585 2749 1848 3244
3148 2370 3490 3307
478 580 3213 3196
1528 1078 1978 3497
1507 224 2712 3903
574 1235 3480 1602
1221 2500 2794 2534
2133 829 2808 2210
1021 1705 2573 2111
153 957 1800 1180
390 175 1255 3855
10 1940 832 3836
163 984 2747 1107
874 1480 2306 2559
1830 86 3107 2532
959 1434 2319 3185
1208 1466 2857 3472
2179 1738 3043 2013
340 2835 2088 3491
2219 2516 2925 2544
1203 1294 1484 3695
2502 1405 3072 3869
506 308 2607 1521
330 925 1153 2239
555 583 2728 1720
1632 181 3957 2880
31 940 2527 3864
92 747 2487 1331
667 1689 1677 2113
1233 637 2480 1796
243 1356 430 1889
952 1918 1298 2661
460 597 3282 1445
1259 2142 1305 2542
1190 1678 3010 2890
1212 2720 1699 3651
17 36 1344 101
396 423 1320 2842
785 2820 3032 2841
453 1279 906 2113
463 458 564 3386
775 3142 2244 3804
2306 214 2514 1190
246 336 3304 1583
521 97 731 2052
524 467 1388 3322
272 1102 2670 1940
3260 304 3643 2022
2 3282 2331 3380
3561 2729 3668 3040
1052 3420 2162 3747
162 20 3489 2938
1008 172 2209 2699
274 2254 1601 2954
1529 1600 1561 2432
3547 888 3806 1506
374 137 1842 1783
3703 971 3936 1810
2634 1439 3675 3538
1718 1340 2273 2077
2642 2535 3077 2896
3057 360 3419 837
2273 1292 3426 1373
339 2477 1130 3020
1291 689 2152 1112
3385 264 3496 2009
1512 175 1629 1187
1054 2323 3003 2348
2801 591 2902 3600
612 684 2888 3774
833 2639 1155 3856
710 2270 1720 2437
148 151 3395 3524
563 1956 2485 2464
2361 625 2450 872
505 1727 1245 2657
422 2077 2796 3835
674 3065 1085 3624
2474 79 2530 3193
1122 2215 2286 3016
2114 3789 2345 3939
2454 241 2735 506
951 2107 3531 2798
146 1631 3587 1842
2359 106 3522 586
852 1472 2037 1660
219 120 3960 2978
367 2228 2097 2611
164 2285 2167 3155
1629 739 3554 3720
56 1213 2354 2222
1739 296 3323 2183
264 1450 3827 2538
3762 2758 3941 2860
1406 847 3751 2397
1914 563 2734 3147
501 512 2397 1613
631 2328 698 3790
1121 1488 2875 2425
3150 585 3463 3380
241 1759 1162 2255
1015 1805 1446 3391
909 3214 1650 3293
1985 2769 3618 3391
2456 808 3857 1284
2261 2619 3386 3217
1019 476 3209 3863
1204 319 2935 2933
3606 1000 3714 3653
2472 1875 3092 2227
1973 705 2334 1513
2414 1350 3900 3914
2016 3190 2703 3723
1273 835 3352 3460
2667 776 3439 1941
1630 961 3429 3729
120 339 577 3172
3531 566 3871 3934
3327 2262 3749 2850
744 1726 2642 2020
791 2500 1477 3094
510 1048 3925 2710
218 730 1157 2229
1257 216 3048 3843
1669 785 3031 1601
1424 1840 2538 3178
2062 1686 3568 2143
2214 2952 2757 3604
175 2567 3893 2600
1630 2166 2568 2410
1527 990 1852 2837
547 2623 2395 3387
2446 2349 2647 3017
2703 3526 3569 3965
129 1362 1403 1457
1475 2229 3855 2249
2226 1319 3970 2201
1042 907 1502 3802
1617 1730 3967 3807
1877 227 3415 244
1938 486 2529 2455
1949 2452 3867 2574
2138 1871 3347 3829
1741 1079 2874 3990
144 1451 3901 3893
1969 3415 2016 3574
194 241 2529 2242
292 3008 3637 3334
569 1298 987 1698
1378 298 3151 1440
612 723 2439 1781
2429 2857 3090 2979
1645 2096 3293 3130
1214 979 2694 2218
1420 1807 1454 2927
637 205 1574 3554
2013 340 2327 584
1363 2572 3013 2645
318 220 2464 828
367 194 1243 812
849 3349 1000 3937
999 1340 2918 2460
1647 431 3882 2553
295 401 353 1309
7 3173 1951 3285
2351 952 2729 3714
588 2628 1462 3716
778 2361 3868 2755
1383 160 1741 3340
2096 1485 3884 3855
612 1332 1327 2031
791 72 1178 1359
1589 1280 3157 3719
1693 2282 1819 2517
1426 1865 3207 2822
308 2250 2430 3391
1124 315 1806 2373
379 1602 2889 2894
1328 518 3918 3357
880 547 3889 934
666 1223 1174 1529
2623 8 3384 3899
1856 128 3643 265
1960 922 2836 1156
406 1813 2232 3976
45 878 315 1134
440 553 1311 3749
296 4 3747 2967
574 2593 649 2956
141 1736 1232 3453
918 2599 1785 3376
847 1821 3908 3266
1653 1965 3026 2122
1817 2655 2764 3714
649 3745 3248 3856
335 129 3762 1851
1615 3016 3317 3612
235 719 1226 2582
117 741 2338 2028
3015 361 3382 2353
2386 191 2810 2966
1333 355 2349 496
609 345 3721 3233
44 1887 1336 2823
366 1545 3888 2116
2976 105 3347 2553
1341 816 1737 2602
2076 1079 2974 2660
60 791 220 1759
1216 459 1355 3203
877 2646 3577 3783
3415 1167 3772 1313
280 1881 3916 2780
307 1923 523 3929
861 152 1018 1411
132 82 425 2212
1346 327 1690 1663
240 2016 2548 2983
1284 1537 2604 3922
600 996 3971 3340
1757 947 3681 1395
1562 533 1756 2155
3562 436 3649 649
2485 2603 3980 3593
387 434 1092 3567
1385 3249 2132 3877
489 2907 511 3762
1247 50 3773 2437
1715 1858 1882 3954
178 2784 2148 2827
1041 689 1310 1051
644 2549 2999 3359
2318 1785 3358 2222
907 3173 3805 3676
454 1918 3843 3929
2762 733 3673 3725
3056 1822 3933 2786
1783 542 1914 1337
1661 1175 3650 1906
2218 277 3479 2358
629 105 3705 1060
1927 79 2876 1531
1898 1188 1914 2906
2264 234 3824 704
253 1348 3972 2154
1724 568 2248 886
90 726 2129 2477
453 1594 3891 2076
1263 615 1996 689
475 397 725 1907
406 2062 2271 2378
288 1994 2224 2223
1434 1740 2187 2692
1082 1223 2944 2705
1443 3206 2655 3480
662 217 1682 2200
2637 341 3333 1465
1425 3151 3726 3412
1752 3254 3576 3910
194 402 2762 579
187 1835 2886 3927
1208 253 2009 335
2829 1156 3907 3036
658 661 910 3850
2068 2574 3047 2751
191 1308 3030 2452
1468 767 2254 1829
1774 3021 3026 3471
369 93 3789 3348
716 1912 2133 3459
243 2245 3325 3578
1421 770 1835 3775
1039 1343 3367 1810
2131 2909 2552 3796
33 3251 3793 3705
58 1456 3928 1552
238 2 597 856
991 1182 2740 2227
2180 1650 3308 2567
1857 2271 2028 3046
1088 97 1125 2481
1137 673 1241 1683
1064 2734 2174 2876
273 248 1387 516
259 2338 1665 3628
1116 1983 1560 3225
218 1699 3866 3648
454 248 3213 1997
1219 464 3116 2986
1643 1460 2751 2695
2409 1032 3041 2896
375 231 3349 1663
687 927 2912 2741
2557 822 2827 2450
2252 1514 3566 2490
493 1764 1770 1949
1008 758 3567 2222
516 1952 572 3716
1935 1656 2692 3649
1722 2006 3181 3083
174 2454 1868 3731
1084 142 1729 3960
2840 179 3500 3827
3496 1031 3626 3976
1159 515 1989 2781
45 1912 172 3183
1149 1350 3898 2786
692 826 1710 3199
2670 18 2903 1441
612 2834 2405 3525
607 1548 2353 3423
1078 54 1709 2519
1255 3308 2879 3755
134 3509 1098 3669
38 1801 113 2899
2185 228 2551 1355
1476 445 2147 1834
1401 364 3813 2719
1662 958 3454 3088
1134 215 3452 3488
1857 1387 2716 1695
1161 500 1206 3137
608 1054 852 2488
2178 1492 3362 2643
3145 259 3216 724
3706 1111 3900 1545
3056 2685 3187 3250
1544 776 2062 821
1791 201 3591 868
539 1045 1446 1413
2480 2279 2874 2667
1799 1209 3726 3975
187 2289 3995 3103
690 0 2376 1288
1018 2819 3391 3243
1842 2192 2153 2321
2383 2055 2733 3837
2779 190 2781 1015
3202 1034 3486 1509
2921 3438 3474 3524
2103 2210 2275 2967
568 883 3209 895
3129 1911 3442 3856
2540 748 3632 3813
1693 220 3885 1444
160 1890 2725 2343
1622 2942 3033 3067
824 108 3138 3686
586 2142 3369 3928
1054 41 1794 165
8 35 2029 895
1855 2238 2277 3255
213 1986 290 3713
1455 341 1917 1790
163 2384 3409 2594
443 2413 1016 2678
2537 3648 2969 3815
1102 167 1967 2306
995 26 1036 408
437 1512 3310 1714
2767 404 3473 2165
289 1483 1159 3554
2205 2208 3663 2280
23 1982 1286 3765
1789 3338 2670 3419
1178 1927 2226 2935
1538 687 2183 3537
3033 1823 3350 2995
506 1412 648 2715
2131 2176 2939 3381
599 614 3386 1929
1719 2880 1910 3088
34 1172 63 2996
3024 2965 3157 3197
679 1417 1523 1611
1082 218 3044 1276
2206 1994 3183 2842
1428 2630 1511 3459
1112 1574 3609 2115
3558 1542 3589 2917
777 2566 2241 3828
3637 190 3942 3096
638 112 1879 618
605 3352 2634 3803
384 507 1259 1826
1498 1983 3365 2980
1931 1521 3878 3015
1315 141 3687 656
1911 1530 2732 2697
1968 52 3897 2211
2956 687 3542 2613
215 3078 3595 3798
834 887 1098 3913
2116 178 3515 2350
1225 1607 3859 2931
2804 935 2842 3723
1779 769 3243 3026
1166 2365 2899 3164
2670 1020 3693 1268
1234 71 1970 3305
924 1982 1613 2931
448 2340 2665 3801
3134 664 3298 3771
3168 109 4000 1865
2530 287 3391 565
1404 79 1711 1512
108 175 2806 2037
633 747 1138 1622
1272 246 3291 1848
2161 177 3600 2514
2697 913 3862 2644
1890 331 2281 1521
2528 1467 3609 3670
875 3177 2893 3292
2600 175 3562 1054
582 777 2450 2823
501 2516 3397 2772
805 1447 3584 2783
930 2265 2640 2856
1291 1113 1327 1808
290 605 1360 3495
2749 2518 3121 3873
781 2493 2275 3516
439 2730 2200 3632
1657 399 3228 3463
100 544 1831 1931
2272 2548 2875 2733
1775 1874 2639 3653
818 535 2174 1788
293 1017 483 1811
952 240 3111 3429
2151 2167 2722 2385
452 1047 875 3501
1638 604 3808 2326
1075 68 3491 1401
296 798 3623 2739
1497 113 1672 2454
1288 455 2986 801
722 1139 2894 1388
2574 1741 3508 2201
812 2651 2020 3089
96 237 2982 3825
1171 2077 3910 3269
1178 1454 2981 3583
2576 2343 3859 3130
