4000 4000 4000
581 1488 876 3389
1114 819 1631 3741
1525 2409 2130 2549
141 852 3025 1857
473 1169 607 3023
175 2176 786 3531
1545 2005 3610 2200
247 11 2918 694
2505 2026 3618 2460
92 788 2651 2583
2830 1014 3261 1514
1184 1334 1444 1768
843 1237 3849 3893
2032 3630 3180 3674
714 589 797 1624
1157 795 1358 1074
619 150 3568 3565
3348 1852 3600 3392
2323 597 3968 2795
848 933 3833 3742
1974 772 2873 3768
3222 2747 3743 3040
474 354 2505 2641
1238 558 3823 1280
949 966 2450 1616
2642 3175 3546 3776
109 1829 2113 2433
827 2142 2071 3256
497 542 1660 1665
1049 744 3604 1417
1467 885 2817 3864
828 427 2685 3085
480 1078 3525 3725
11 230 1922 2893
1340 383 1782 3809
2543 403 3974 3355
1592 26 1596 2814
198 1493 3120 1965
3122 2245 3416 3493
498 1497 2382 3321
2799 231 2894 1405
3024 1295 3077 2897
1168 1510 3940 1627
1128 724 1563 1371
1361 621 2360 1173
938 1755 3065 2382
3016 1735 3362 2426
941 444 3262 2883
45 746 3080 3991
1177 2017 3218 2503
660 371 1155 410
842 2051 1347 2238
233 1413 2915 3430
2162 1387 3734 1540
2574 1731 3797 3792
1164 793 3392 3490
2688 1261 3581 2773
38 2241 1915 3601
1332 2347 2808 2924
817 442 1693 1783
1043 238 1728 1645
10 1318 2916 3122
814 3198 2974 3369
156 925 1186 1319
1238 13 2458 291
986 320 2799 2266
1835 81 2493 144
2633 1776 3154 3069
159 1226 1819 2412
1075 2616 2870 3127
1928 2753 2573 3499
1097 3212 1354 3507
1013 687 1627 2240
2665 34 3842 1415
2097 1186 3306 3657
2972 125 3178 2387
2193 2453 3326 3782
149 722 2664 2107
19 1515 369 3111
1610 497 2649 791
1464 937 3034 3802
1279 495 3758 2579
2862 325 3859 1912
1097 3019 2358 3697
505 1423 766 3099
15 1053 432 2689
899 133 2242 1907
2589 2603 3366 3269
419 3053 1931 3924
838 2178 1068 3649
1636 384 3951 2825
863 1043 2008 2511
3633 1623 3872 1887
2324 125 2666 1106
1320 1193 2130 1477
234 1640 2863 3611
3336 3378 3712 3942
390 1725 3125 3437
1388 2000 3210 2663
2879 190 3920 3563
1204 2299 1768 2677
670 2372 2467 2820
2117 916 2256 2217
636 2915 1275 3794
2821 3241 3332 3758
177 153 2060 3418
1472 844 2825 1708
295 184 377 2255
1425 279 3299 2598
846 1289 2125 3908
917 905 1902 3003
763 1570 1522 3435
967 144 2183 2979
2853 1553 3842 2627
1854 1536 2189 3027
244 2401 595 3245
472 1238 1655 1942
3004 555 3159 3151
9 2497 1707 2544
224 2140 1334 2483
24 946 45 2831
652 2299 3973 3324
396 1950 2527 3797
1927 1261 3443 2902
3261 2794 3309 3280
1896 1666 2401 3174
197 2289 1775 2442
685 2077 3426 3768
2943 1651 3050 2898
2416 2140 2435 3983
3285 2071 3985 3230
861 2327 1447 2459
1118 2714 2804 3172
2093 909 3235 2908
2381 665 3505 3059
898 195 1057 3565
503 1180 1748 2125
2607 1462 2659 2217
837 1540 3535 3155
204 1111 695 2221
1647 98 3627 2532
1465 2410 1716 3107
816 2187 1483 3553
2818 114 3766 1837
1516 1519 2751 1913
2811 215 2981 317
479 3213 906 3710
404 2860 454 3671
1593 724 1876 2941
1206 1182 3982 3218
1930 2344 3708 3720
830 1426 2900 3542
1442 528 2225 3993
1073 176 2425 3063
408 1696 1624 2032
2965 742 3140 1256
2785 2444 3570 3289
1500 284 2687 3276
1584 2330 2010 2781
948 1612 2346 2653
1199 123 2798 1894
447 1055 1495 1930
1747 2279 1770 3272
1537 1409 3713 2627
3102 111 3941 2888
278 2652 2664 3136
620 1193 2173 2434
1160 3105 3938 3893
249 820 697 845
1613 451 2670 1889
1847 1245 2752 1566
1721 2037 3199 3943
177 1584 2264 3517
2969 275 3256 1965
342 1982 1255 2223
189 2558 2418 3519
1333 1576 3844 2998
439 128 2950 1886
2265 2680 2304 3568
640 704 2112 1524
2120 175 2214 441
1668 3496 3132 3754
992 2957 1316 3275
203 928 694 3036
1991 727 2184 3943
2260 1841 3999 3680
1538 2583 2830 2934
805 147 3444 1608
2256 756 2881 3881
2564 1999 3423 3824
3208 1408 3318 2766
763 67 3424 804
1788 3144 3079 3920
1465 2345 3145 3099
33 500 3684 2228
100 2629 2986 2812
1674 983 2693 2407
1424 2460 2792 3684
2125 696 3184 2903
470 945 1142 1165
1128 2445 3828 3178
463 1706 772 2707
504 640 2227 1320
383 1508 3255 3722
755 590 2379 1235
1269 1758 2501 3062
959 1219 1778 1487
1106 2206 2105 3868
1738 3124 2023 3786
757 1610 3361 2680
1153 562 1893 947
603 517 3102 3334
605 255 2897 688
251 3055 3718 3744
698 1201 1240 2495
2558 133 3197 511
650 1407 1876 3385
1408 1579 2710 3190
2007 767 2375 2709
919 1302 2921 1342
1195 2029 2843 3729
3605 1156 3970 3861
2183 1815 3924 3774
1451 3522 1831 3880
1108 146 1113 3538
1333 895 3883 2751
2914 176 3308 3438
199 1225 2860 1657
635 768 3953 3880
1944 765 2114 3656
149 646 3860 2269
411 1282 848 3945
426 2851 888 3295
71 802 3593 1091
1765 243 2461 935
1079 3556 2620 3739
470 9 3311 262
2078 2263 2926 3422
2446 2700 3702 3872
1807 2669 3222 3242
50 1041 1788 1068
161 3745 2523 3857
3103 1930 3470 3840
2361 1394 3051 3191
173 602 3380 1104
697 2486 3389 3137
76 1171 3172 3166
1089 2513 1183 3916
2111 2310 3712 3766
1623 4 3450 2229
1151 3732 3198 3759
60 384 3721 2556
493 1032 3955 1820
854 707 3009 3079
389 863 2641 3400
2001 1129 2117 2260
3243 332 3863 1363
537 3069 1311 3837
447 2565 1922 2767
506 1446 896 3214
977 398 1637 1081
1421 1071 1475 2195
1043 1574 2483 2910
2305 2131 3879 3209
1635 1804 2145 1858
306 891 2108 2952
3256 177 3645 3829
312 68 3571 1987
404 1512 3518 2799
1419 824 3289 2461
1978 177 2082 806
1389 1442 3792 2361
1861 3360 2307 3874
207 3825 839 3915
423 378 3214 798
1018 955 2581 2749
352 403 2412 3197
390 222 793 2347
73 3250 1198 3817
999 2101 2904 3766
1645 1629 2109 2431
1690 555 3467 1863
417 2950 913 3934
40 2659 3010 3464
2778 289 3624 2476
1797 2807 2938 2861
54 2889 3062 3063
3261 1139 3800 3368
32 2156 3079 3375
10 3554 3809 3842
421 3532 1886 3954
3039 1286 3872 3639
3025 460 3393 1725
2327 1515 2769 2552
12 1009 2491 2835
1994 1040 2822 2600
1944 64 2769 625
570 195 1344 1667
1946 2626 3780 3549
1178 935 1984 1905
463 316 1243 900
149 397 614 1348
1314 422 3720 1825
1924 321 2108 1576
14 2542 488 3406
236 538 1800 3645
637 195 2932 1418
315 158 2257 985
576 2750 730 3212
2372 817 2408 2704
1271 444 1949 3735
1320 93 2449 3863
511 748 1325 3882
2045 1941 3083 2085
2893 2207 3278 3941
1283 2969 2115 3991
173 1364 3875 1381
896 207 1985 1429
707 517 3744 1048
51 1620 3789 2953
596 2742 2780 3227
523 1356 2019 3493
1648 2168 2337 2815
1438 3124 1510 3953
248 2501 3747 3236
108 940 1453 3006
1684 1722 2099 3705
1604 479 3914 3881
722 1597 911 2804
2782 2195 3746 3644
2050 1070 3712 2521
198 2023 1704 2204
1870 1280 2729 1706
2861 2240 3006 2735
701 2378 1360 3648
1355 141 2312 2634
2081 162 3672 937
1333 409 2279 1711
377 181 631 1047
181 2388 423 2879
1960 2088 2470 3064
665 9 1686 3312
16 424 807 2165
2789 1465 3448 2203
1466 43 1816 2710
3311 2888 3432 3019
2295 250 2583 2092
632 876 2407 1139
2352 756 2766 882
1525 1036 2470 3716
1146 2042 1287 2247
1681 3130 1769 3429
2116 1623 3034 2508
3113 972 3396 1897
1933 344 2792 3364
356 1408 2156 3793
70 2518 1917 2677
2057 2619 3301 3954
1795 2957 2000 3459
662 634 3929 1145
2207 1345 2785 1548
8 70 607 3367
1504 468 3593 2329
905 1295 1773 1411
380 669 3700 1808
1181 1459 2172 2055
1073 265 1310 2207
2561 245 2714 338
796 624 1068 2010
2269 1282 3173 3934
563 3114 2175 3488
1580 3537 1873 3939
1568 1791 3263 3318
190 1730 3654 2455
514 2232 2960 3400
1086 1464 1188 3841
1130 1898 3023 3318
220 2500 686 2681
1271 3103 1445 3970
848 424 2185 1449
1250 1760 3143 1922
1802 1358 3526 2019
76 1722 226 2488
849 467 3260 1538
1096 3759 1913 3992
3587 1265 3735 3797
3274 1191 3834 1314
898 1599 1765 3851
117 1132 3127 2271
415 793 430 3391
2759 1422 3383 2717
55 2955 3861 3521
1912 431 2391 1191
1303 2305 1850 3136
1726 3182 3948 3951
1822 3614 3606 3928
1024 2084 1333 2174
2352 6 2476 3541
1903 1174 3043 1748
177 1999 1798 2449
626 3886 1474 3991
1510 580 3899 3675
2597 3275 2716 3846
2351 1639 2915 2002
2328 221 3390 1644
76 956 91 2973
1507 791 3484 2996
2083 1878 2736 1958
468 1614 644 2830
2727 2034 3805 2721
1561 2900 3946 3650
418 851 2567 3195
1926 1504 2588 3928
1306 1338 3659 2323
3032 1470 3759 2498
1347 667 2285 1155
878 1542 2558 3586
4 2237 2040 3006
1504 134 3842 1667
889 748 2305 1776
1390 2404 3494 3083
441 905 2492 2909
1429 2603 1695 2634
1547 245 3732 286
1016 1834 1828 3812
3010 2908 3367 3154
1013 977 2021 1766
1596 1152 3827 3591
2380 836 3962 3917
1238 2300 1748 3599
143 226 1993 3782
1445 174 3173 3313
1304 44 3101 3425
1036 1748 3932 1978
3733 1986 3777 2683
1451 3595 1780 3987
3286 274 3539 3842
1560 3150 3516 3769
2847 1528 2953 1774
642 1753 3501 2508
725 1057 805 3743
257 1094 3392 3142
1275 230 3766 3058
2428 990 3438 2756
1402 1025 2167 1400
1214 3734 2941 3817
1964 2079 2080 2812
504 61 1121 524
737 1176 1725 1994
2174 1705 2712 3987
1696 595 2739 607
252 2767 3270 2923
2295 58 2698 3875
3441 583 3849 1876
557 117 1915 1830
2980 2547 3125 3287
1576 1147 2706 2875
708 654 3523 1437
561 25 3592 3427
452 200 1944 1521
3619 563 3690 1914
179 613 2377 1427
2330 2651 3206 3174
1879 1151 2229 1881
1118 79 2572 3358
663 461 2031 924
73 1594 3080 3802
1124 1125 1219 3358
2690 322 3609 3697
3009 305 3560 1971
2111 853 2636 1045
2123 3785 3946 3915
675 2137 3940 2662
392 1296 1384 1601
2605 2096 2950 2863
2562 54 3693 2310
345 1220 1639 1807
1806 2089 3749 3739
200 1033 2013 3132
1284 602 3080 1365
255 481 2678 1700
1726 925 3182 1022
1325 321 2844 686
1528 3062 2670 3286
682 525 1596 3484
1288 1684 3142 2864
570 593 3160 1802
644 1479 1477 1596
983 306 2808 2724
471 1851 812 3680
865 2405 1978 3217
2602 928 3072 2169
1457 577 2011 917
256 563 1889 2120
801 4 3490 3545
545 1552 3238 2019
229 677 3961 1108
3280 2037 3547 3952
376 3421 2078 3764
567 1820 3489 1854
491 2956 2163 3125
1693 27 3049 1908
1326 3071 3350 3575
1633 1206 2084 3225
1842 2054 2673 2450
379 1389 709 3477
2063 437 3140 1271
920 2067 2013 3082
343 1040 3780 3652
710 3120 1703 3735
1323 2168 1921 3227
874 106 3971 3246
2120 776 3157 1870
2383 128 3394 460
864 2086 3988 2167
2014 904 2055 1741
2011 3437 3231 3462
3170 1520 3942 3467
2031 1640 2812 2366
30 1889 3389 3424
145 1787 3539 1879
1138 3440 3102 3518
225 990 1098 2410
893 1379 1005 1449
2183 1324 2460 2931
117 497 2997 717
1368 1288 2463 3988
838 983 1983 1877
1013 2339 3597 3024
1777 853 3712 3897
1006 1611 2225 3964
741 910 1513 3708
1001 874 1040 1157
721 1093 960 1598
2371 497 2618 1186
2810 2183 2910 3810
47 483 2308 3667
374 3092 1004 3918
958 385 1728 3036
14 596 2921 2349
3478 639 3633 3574
725 206 2369 3612
796 546 1883 1157
284 1608 600 2537
1337 2245 2306 2626
275 413 340 3418
1295 1870 3966 2000
2210 151 2679 2038
924 2701 3731 2961
552 975 1294 3104
1498 524 3155 3975
1274 1445 2667 1748
260 2212 3572 3383
1752 933 2953 2700
1694 1852 2832 2668
619 2955 1358 3907
221 2534 2543 3957
49 1022 2236 1671
76 1484 833 2156
1454 1230 3799 3337
1800 168 2328 2361
2172 920 3658 2265
707 1568 3622 1969
2074 679 3920 3898
1817 1078 3831 3586
402 1850 654 3389
1089 1426 2745 1477
2683 863 3338 1407
1873 887 3930 3077
1604 1070 2433 3722
988 1636 3040 3241
242 1307 2322 3446
302 1535 2575 3925
2152 397 3595 1712
2503 2691 3134 2764
2790 913 3975 1454
2403 1767 3596 2690
935 1597 1883 2372
763 1054 1126 3361
1935 40 3697 1302
820 1348 1717 3377
225 2898 1867 3415
1258 260 1510 1231
2078 188 2178 457
166 690 2645 3797
2117 255 3407 2829
1725 747 3277 1989
566 215 1582 3344
820 223 1805 340
2365 357 3048 3192
895 127 2872 1214
2617 935 3435 2666
2374 1210 3705 2924
1026 343 2554 3465
347 798 1893 1273
1899 930 2136 1531
1693 848 1929 3546
1229 3554 3456 3840
273 518 3786 2624
1201 1969 3659 2139
3513 448 3645 3239
196 1565 1596 3761
1315 864 3583 2463
2860 3883 3322 3935
413 3351 2288 3724
1058 803 3133 2744
739 2409 2988 2870
2529 2582 3493 3865
3793 611 3985 3007
414 3499 2544 3659
1616 2291 2245 3073
1038 2436 2380 2856
2932 2970 3359 3208
1219 910 2726 1560
921 810 1934 2803
115 3309 3585 3856
1390 1718 3993 2987
1335 2457 1723 2667
1648 2623 3949 3031
342 964 1800 1348
2316 2278 3303 2349
291 1003 3178 1558
174 188 2238 916
35 229 1482 3273
2082 3123 2467 3482
962 1141 2141 3690
1818 1997 2686 2975
1355 3384 2232 3807
2631 527 3087 1881
2378 551 3643 3451
276 1536 724 1843
1756 666 3388 3962
1271 103 3425 466
1035 483 3888 2138
1735 522 3655 1030
339 360 1750 1106
1552 462 2911 2809
1045 2507 3530 2747
20 1562 2379 3016
124 1569 3655 2418
1360 453 3397 1173
97 987 608 3049
844 872 2564 1512
544 272 3097 3787
176 81 3611 2363
1167 3559 1346 3637
1251 337 2570 1801
507 2214 3981 3012
808 1099 2011 2211
667 1831 1767 3255
613 624 2697 3556
2378 244 3312 2151
3531 1405 3942 3786
1569 346 1668 3876
1996 352 2388 3061
258 3085 909 3957
3407 909 3534 2782
623 819 3444 1040
2440 2094 3526 2380
2266 3044 3903 3528
638 646 3033 3817
533 631 3044 2166
1037 1080 1554 3737
933 1503 3189 3022
1776 2237 3096 3223
1174 1875 2275 2280
497 1108 3488 3633
3383 820 3457 1308
277 1338 1277 1708
52 1271 791 3349
1239 2506 3692 2867
77 285 2870 3129
2168 2562 3651 2896
1460 3384 2205 3584
97 39 1260 624
206 157 3848 2739
2111 592 2861 2055
2356 1360 2784 2996
456 572 1941 3733
1306 5 3827 1401
894 2636 1134 3056
737 122 2645 1061
442 1413 3276 2090
1140 135 2041 3404
1310 2389 3876 3538
339 1429 3080 3466
1863 1513 1971 1540
767 1134 2622 2280
871 149 1012 1524
977 1275 3517 2743
402 670 993 3640
1748 1072 3089 3202
692 3405 3630 3644
2866 1398 3249 3502
3535 2824 3942 3401
1712 573 2867 716
3395 534 3954 1917
848 641 3925 2409
1011 1792 2189 1944
2662 305 3795 3316
429 368 516 1697
1124 240 1899 1831
192 80 2100 897
1428 3652 3915 3989
1902 514 2821 1375
56 212 2624 1130
2203 219 3475 2068
535 2967 3916 3071
2002 417 3385 2671
1238 162 1556 1192
946 437 1634 1773
15 1497 1618 2641
2499 2191 3357 2843
1613 1133 3829 2040
2894 2478 3900 3230
590 2226 2781 3390
593 1511 2655 2015
2824 129 3281 750
398 3207 726 3588
1959 1612 2021 2808
2663 965 3077 3888
734 1613 1661 2054
183 1464 1325 2492
2054 906 3689 2094
288 1512 1203 1915
2632 99 3031 234
2512 2147 3289 2780
2918 2210 3958 2555
2731 1644 2852 1772
635 736 1649 2997
1685 589 2470 2312
1446 2236 2071 3315
930 659 1944 793
3100 3459 3411 3973
1522 3052 3869 3757
1564 1152 3618 2024
1157 3594 1433 3696
760 186 2876 857
1256 1070 3868 3310
1967 399 3865 815
774 1736 1379 3486
2749 2391 3573 3408
1764 45 2214 1897
482 848 2997 2654
1517 329 2731 2134
955 3272 1745 3514
2575 604 2655 1527
734 948 1955 3077
395 1342 3983 3923
1710 910 2767 2174
36 181 2166 3715
1107 3842 2193 3969
1597 906 2103 3990
515 1575 731 2079
757 405 1978 3563
2836 2544 3602 3623
811 86 1341 220
1434 1812 2180 2687
285 2268 3798 3780
1754 1670 2382 2647
906 112 1246 671
148 305 957 3988
1982 2613 3081 3990
624 352 3675 1016
3340 585 3466 2076
2048 1903 2650 3423
3246 1095 3980 1561
691 461 2766 2257
347 1723 528 3727
1573 1817 3866 3860
1711 1112 3742 2128
2735 434 3671 2840
2381 569 3802 1599
3044 1301 3255 3291
239 631 1685 3358
1360 649 3788 736
1569 731 2418 1548
564 1889 2058 2763
1207 147 2878 2018
1115 3819 1774 3945
1370 1432 3695 2201
675 744 3886 2435
2883 1339 2902 2145
1950 1152 2182 1559
1474 2407 3614 3697
2288 1088 3251 3317
181 1894 1588 1992
2137 73 2506 3279
844 1873 1000 2656
285 2876 870 3279
167 1442 3545 3748
631 3533 1182 3775
2177 736 2483 2875
1934 221 3668 932
939 639 2047 2627
710 440 3568 2669
388 1054 3461 3091
1140 3855 3985 3998
2992 2591 3710 2931
838 353 1609 2010
1266 1350 3370 1472
905 646 2093 1375
2453 797 3945 1107
1090 2027 2903 3312
468 14 2127 429
1359 696 3456 2797
1601 1813 3515 2017
729 69 3036 623
1861 1677 2941 1712
1812 1868 3899 2177
244 2965 303 3272
87 2348 3554 3178
1811 1344 2407 2614
341 439 655 2541
3296 514 3676 711
1115 270 1157 1609
3554 94 3903 870
1198 3153 1678 3829
269 2026 3069 2744
1496 762 2135 1069
2177 1489 3580 2275
1776 1130 3292 1861
219 1153 3174 2326
50 341 3071 3583
1807 144 2210 877
2114 179 3048 3261
884 634 3188 3103
2133 911 2510 2556
1159 1523 1705 2718
777 1747 3571 3416
995 2763 1469 2914
1099 2742 2807 3937
305 1228 1933 2874
3638 2435 3951 2476
