3983 2571 371
168 253 3965 688
1691 1298 3118 1886
1656 885 2544 1196
1076 528 2293 676
395 788 879 1289
1456 78 3040 1960
2191 609 3281 1305
2080 13 2268 1817
808 221 860 1771
692 1148 1164 2348
3034 530 3301 2170
1108 787 2370 2192
771 299 3332 2297
2184 1972 3487 2172
2629 1613 2993 2395
3005 1414 3163 2485
292 1046 3774 1896
311 49 605 1404
1878 1966 2285 2508
924 236 3446 1519
2188 119 2279 542
726 290 3107 1502
2430 828 3547 964
1408 439 2963 733
415 1783 3358 2171
1306 405 3677 656
2407 405 2718 1476
1643 1057 2481 1581
805 1631 1719 2473
2954 1519 3488 2164
1216 240 3338 513
919 278 1733 1015
1850 542 3578 1850
2622 776 3448 2374
1381 396 2608 1462
147 716 3585 886
46 825 678 1094
3121 1136 3290 2379
3664 923 3913 1682
1952 1309 3380 1496
1874 964 3339 1899
1451 2367 2555 2410
741 1623 1518 1774
1133 598 2908 2483
1011 1561 1064 1686
867 939 1397 2468
1228 54 3211 1826
1037 843 3275 924
925 2313 1315 2392
2448 936 3554 1262
1369 1963 2679 2359
1004 530 2930 1253
1947 51 2931 931
140 396 2536 1266
449 1039 2706 1717
139 803 3375 1723
1328 1029 1523 1908
3289 1154 3636 1603
1951 216 3787 2201
2173 1112 3459 2230
1267 2082 3069 2220
534 1429 1495 2215
2728 1223 3235 2556
1005 231 1071 2253
1096 1454 1324 1784
466 10 1171 1530
185 438 1258 2079
1120 285 2095 1614
898 2289 1837 2445
2082 121 3427 1028
563 1388 799 2530
1863 1646 3604 1699
824 924 1835 2282
2074 299 2193 2220
2934 752 3475 2397
2792 1117 3526 1368
3122 77 3867 1719
2354 1624 2616 1816
54 1712 1057 1871
2619 2098 2717 2283
1574 1992 2888 2115
1555 216 3165 1933
2662 231 3959 2432
1954 816 3976 1570
2203 1514 2701 2343
117 818 1497 1526
1415 1470 2290 2351
2167 376 3931 1314
9 227 2385 1944
2263 265 3643 894
264 463 1447 1659
703 338 1781 1851
1380 1978 3886 2543
293 399 1963 2154
711 614 916 2452
2871 588 3365 932
606 50 805 1218
644 166 3503 987
386 186 526 1665
893 1424 3487 2226
741 462 3764 765
1011 515 2123 1196
285 1082 413 1853
1512 450 1738 721
1156 276 1829 2464
153 1441 3752 2119
183 1629 3111 2554
2481 177 2496 1940
578 1885 2942 2538
3327 349 3436 980
2624 1684 2648 2117
1277 151 2395 2365
1168 13 3918 824
184 675 3510 886
1586 2062 3176 2233
1480 1339 3710 1382
410 75 2713 448
1817 448 3582 2446
1589 283 3070 581
135 1693 3411 1768
963 625 3182 2088
1542 1742 2450 2566
1123 1796 2769 2126
599 55 3233 1353
28 1457 3050 1722
1727 719 3473 1353
503 393 518 1857
573 1612 2479 1659
1135 1288 3906 1299
1431 1366 2538 2349
1443 946 1562 1737
282 779 2508 1194
121 521 828 2162
1876 516 3716 1136
2632 34 3963 2521
2892 92 3150 422
3070 1421 3731 1642
2391 939 3328 2175
1788 1378 2311 2203
2154 22 2460 1009
785 65 1650 393
2161 91 2188 1187
3006 254 3306 1835
3613 1661 3723 2488
1225 389 1379 2551
851 892 1305 2511
392 937 3982 1563
1955 290 3630 856
420 1170 1754 1796
2986 1353 3766 1613
901 372 2231 1492
1971 2135 2383 2157
1188 1200 2243 1655
373 1272 3865 1606
847 445 2458 2489
56 907 147 1756
1347 142 2806 1699
446 422 3396 767
259 149 2298 1539
2391 229 3269 1386
128 1791 3792 1819
612 1207 1178 2433
2119 122 3779 2017
569 1979 3531 2397
237 1466 3012 1480
2284 375 2821 1590
1347 571 3769 1831
1522 492 2928 1847
2519 1916 3584 1917
1798 730 3239 1945
1896 1747 3552 2535
1973 1341 2563 1491
3237 1258 3312 1829
377 647 1703 2261
373 319 1781 426
2107 91 2301 2461
834 781 1592 2209
429 809 1260 1978
395 483 1929 2160
154 116 3012 1672
522 568 1904 2456
80 1158 3036 2401
2730 1708 3835 2266
1179 1770 3807 2202
197 1674 3433 2016
224 2050 2805 2158
3618 52 3852 166
1669 1157 3707 1951
1658 825 3697 1274
619 827 2874 1371
402 1316 2460 2228
2431 880 3133 1777
605 1136 2930 1656
845 740 1935 1816
1963 552 3595 1960
680 144 3846 1288
699 193 2047 2110
1062 659 3911 1015
168 1121 1981 1183
902 116 1028 2305
1185 689 3645 1511
1221 347 2797 2326
2116 1077 3224 1658
1248 411 2237 879
3184 2093 3769 2229
390 1507 2363 1899
1856 1462 3020 2476
2525 782 3547 1049
1934 452 3229 2198
