4000 4000 4000
756 3015 1525 3555
1407 706 3159 756
2453 287 2614 3741
536 3336 2284 3748
2468 2146 3492 2211
316 36 1530 421
3785 625 3938 2663
3195 1587 3717 3636
120 2944 1787 3644
280 1436 3586 2972
1569 2143 2001 2653
836 3252 3894 3466
1214 52 2496 3392
1546 2843 3956 3206
781 688 2084 3631
317 792 393 3567
2564 2001 3321 3876
414 677 2179 928
2532 286 3337 3692
3122 482 3214 1771
75 713 919 2191
1603 1315 1671 2167
2015 1479 2838 2561
652 1298 1869 3699
1457 1185 3185 3465
1395 1600 2218 3272
87 2606 2339 3252
74 1652 110 3666
70 3837 2816 3972
1607 3241 3918 3685
1223 85 1503 3436
2851 826 3283 3118
712 39 1721 175
704 155 2529 307
2749 2255 2807 2541
1244 1372 1906 3642
941 2663 1423 3644
489 780 3486 1167
3386 1240 3595 2337
1780 2458 2547 3424
884 327 3211 2247
2152 279 3054 2541
1202 3243 2038 3919
1614 1180 2368 2129
286 1209 1400 2623
3477 713 3754 2695
1959 1724 2153 2463
8 1339 88 2011
1130 3067 2405 3879
1496 2477 2634 2761
2963 1437 3373 3099
2013 980 3058 3933
1199 1478 3445 3692
3242 2425 3313 2519
162 221 2937 2008
796 168 3768 1621
2784 2292 3630 2429
774 2920 3678 3236
376 1916 604 2822
272 784 1173 1754
43 612 2023 3107
357 2666 2131 3077
2193 1341 3612 2001
1810 2956 3306 2990
2823 1843 3123 3098
1992 2223 3729 2735
907 2717 2844 3750
894 3309 2872 3871
1611 851 2728 2118
554 260 1238 2025
244 1055 3937 2020
957 933 3918 2171
1941 536 2415 3186
947 374 1525 2773
465 2509 3686 2828
2565 563 2707 3046
711 1795 3174 3095
1369 365 2422 1827
253 1117 1826 2381
583 885 3149 2317
38 2466 405 2943
2201 2796 3752 3338
1178 2017 2012 3118
962 654 3661 2163
2488 1763 3021 3728
1274 94 1539 1120
2355 535 3375 2039
2196 1585 3439 3183
2575 279 3583 417
3026 1714 3545 3982
2135 849 2349 2349
2766 11 3535 1506
3088 1703 3101 3189
361 2690 3343 3823
2958 1922 3303 3063
1588 414 1834 495
699 2604 2961 2771
990 2077 2945 2321
69 1396 3124 2412
1157 2403 1328 2781
1681 3691 3468 3982
3021 1092 3225 2263
1171 584 3303 1501
387 365 2313 1161
838 6 1521 2324
1079 1398 3837 2646
327 955 2279 2791
960 1322 1725 3419
287 574 990 1837
1346 1047 3027 1986
2035 1401 3552 3000
2338 460 2606 3331
3210 758 3358 2262
374 801 1443 3221
2580 1195 3698 2524
885 1127 3709 3964
1088 610 1407 2594
1544 1835 3238 1875
1408 1592 2876 2192
82 120 1948 3566
641 670 2139 3715
862 356 2987 2106
1988 2575 2681 3152
389 985 2789 3354
230 1109 982 1125
156 901 3794 2752
686 2357 2646 3087
1153 3360 3441 3361
930 16 1623 839
3390 913 3941 1841
924 783 2691 2391
795 1697 3210 3086
2161 2822 3818 3048
964 827 2911 1024
136 724 2542 2788
3760 33 3865 3055
1257 158 2793 3366
77 243 2277 3976
1427 2048 3392 2097
809 92 3207 1520
886 2863 2102 3619
1771 1299 2114 1688
392 670 821 3348
1876 534 3738 2458
1168 918 1294 2990
1741 692 1842 1690
3096 227 3714 1452
2473 861 2940 3996
880 36 2522 1118
2023 1259 3194 2637
1656 2371 3386 2596
46 520 3861 3479
2390 915 2954 1705
1488 398 1977 422
3553 1034 3803 1805
2202 1168 2933 3086
2076 531 2248 1367
1262 1945 2457 3317
1053 637 2479 1271
1716 225 2520 3387
1228 2440 3150 3157
98 1078 3537 1161
2106 3279 2450 3926
1652 1057 3859 2436
1698 2723 2191 2934
871 1907 2542 3902
844 1278 1313 1747
782 589 1901 1164
737 3859 1260 3869
1472 392 2642 2390
217 592 1844 3397
2212 3442 3987 3843
1530 334 3027 3219
196 988 3885 3344
1109 783 2633 3388
2326 1673 2956 2745
2727 284 3092 3755
1144 631 1519 1898
119 132 1790 1400
353 998 1635 2506
1805 2389 3417 3928
1433 2371 2291 3335
1172 256 3129 2029
1671 947 2711 1946
1828 687 2597 1366
842 258 2824 1840
2558 555 2679 3433
1869 536 3490 3507
1945 586 3462 2697
849 1204 2399 1802
3513 1327 3716 2441
1733 1486 3586 3618
479 763 3565 3134
1705 650 3449 2566
2690 2629 2727 3092
533 981 919 2089
1735 38 2599 1145
146 1366 645 2553
1991 2809 2742 2877
130 2063 1564 2223
648 1650 1432 2619
319 2627 3127 2720
622 2301 1648 3617
57 1079 907 3649
1149 3230 3049 3977
1246 2067 1930 2425
549 2258 3658 3294
2033 749 3435 3739
468 2295 862 3271
95 1816 2757 2122
0 2856 336 3394
357 524 2263 2392
2111 2775 3932 3518
91 1732 1698 3377
3160 2987 3266 3535
1271 712 3311 2437
635 844 2627 3852
692 1332 3822 1944
2013 714 3639 761
2092 1418 2390 1956
1362 1905 2209 2570
125 1027 3533 1944
1385 605 1525 3539
1778 1374 3886 1855
249 501 272 1139
2016 2553 2168 2739
1271 177 3343 3238
407 639 878 1151
361 582 1530 2020
603 2995 2049 3007
84 1116 3378 2740
670 1647 1949 2369
1502 180 3923 2851
2289 10 2995 536
471 1533 1132 1790
607 1820 3375 1942
966 1461 1735 1735
3215 1493 3771 3761
2614 895 3205 1020
116 2472 2087 3517
1655 2277 2050 2507
1246 1072 3838 1903
610 2119 3993 3101
2283 84 3731 2613
708 451 3165 3146
2193 1753 2247 3656
2227 2427 2310 2977
2136 313 3758 2337
395 902 3978 3732
348 400 1137 457
1263 1452 3901 1514
96 1318 2706 2813
1712 503 2026 2297
728 2456 917 3761
341 1251 1016 2910
625 2159 1703 3763
945 1840 3320 3135
1655 2321 3561 2569
796 592 3930 3794
802 183 1392 1985
506 2370 2266 3572
343 1177 3500 1789
805 4 2994 3681
409 2284 903 3846
72 1114 2106 1872
1173 2127 2791 2745
1885 3534 2745 3879
295 347 644 1366
634 1778 891 2932
1212 671 3058 1913
195 362 1139 1456
1261 431 3619 2434
1666 857 3510 2091
948 2645 962 3965
2350 1268 3964 2030
1939 508 3494 1942
1264 1012 2712 3433
996 733 2775 1906
383 95 405 2380
1868 1448 3575 2097
451 2671 552 2927
2420 3606 3627 3731
905 708 3032 2334
1061 1325 1965 3009
188 1215 501 2027
1653 1748 2262 2726
1386 40 3334 3383
80 1175 3167 2585
820 1983 1486 2763
125 835 2909 1477
2406 287 3713 3457
761 2669 2202 2990
1546 1204 1669 3390
1606 586 3246 1895
726 2579 2838 2959
354 1092 3114 1770
1565 1149 2382 3221
468 808 3955 1688
1523 1485 3710 1525
1535 527 3128 3306
635 1642 1355 1976
269 1719 2729 1802
5 776 3810 3264
757 2035 2887 2472
779 1824 2484 3559
2858 3160 3740 3984
724 2466 2957 3286
1854 462 2753 2143
1741 1159 3316 2584
21 2261 1151 3929
1181 274 3879 3409
1725 840 3385 2876
1904 411 3821 3351
1015 197 2444 2750
1076 118 2284 3037
1285 2356 2715 2943
1746 823 2195 3064
2578 1077 2607 2549
2095 1037 3002 3865
403 554 1965 2339
1070 154 1120 1226
3160 1037 3727 1977
653 1524 1322 3368
908 2067 2414 3949
651 2737 3757 2794
59 264 275 1340
1276 1199 1844 2920
685 629 1918 1317
111 275 1956 790
15 472 2375 677
3153 2495 3862 3922
19 1073 1645 2739
1213 167 3744 3029
1770 1250 2094 2353
1928 2286 2240 3356
1456 1504 1899 3989
2125 463 2355 2267
379 2483 1405 3345
1057 99 2292 272
1311 2816 1831 3950
816 969 1842 3101
675 896 3245 3527
568 617 3627 1798
2993 2130 3990 3057
1945 2799 3167 3032
128 1026 2149 3155
592 1001 2510 2667
493 2580 831 3858
338 2822 2911 3937
125 247 3275 1448
3907 2121 3970 2714
2474 2314 3795 3714
801 2490 3478 3665
2083 599 2928 1733
1901 457 3027 2216
803 585 982 2386
3015 891 3698 3135
1150 1543 3280 2461
1452 7 3923 683
1357 257 3939 2728
422 905 2597 925
1830 779 3704 3721
194 1148 1514 3819
364 291 3248 2180
776 2941 1645 3538
555 1914 1651 3827
3069 1296 3360 3603
1245 2640 1673 2786
454 2612 1826 3223
2355 266 3331 1808
950 708 2326 902
488 1858 2369 2196
2389 365 2815 3908
1155 919 3552 1544
2062 1226 2349 3201
1352 2741 2136 3352
3747 120 3848 3620
2545 3475 2675 3927
2266 2339 2715 3241
737 166 1934 3379
1286 1241 3209 3989
1339 1604 2612 3986
1026 1734 1913 3370
2030 40 2182 866
2907 202 3877 2862
304 1422 769 1686
776 742 3955 3256
1546 1023 3717 3043
3655 2877 3865 3354
3794 79 3931 2661
50 1010 2642 2734
1459 1323 1691 1781
1210 231 2322 2404
213 2435 1877 3174
451 500 1097 2097
1559 2561 3792 3006
1012 2523 3761 3242
1452 1807 3812 2706
933 790 3446 3472
321 727 1823 2489
452 2568 2790 3734
194 134 3799 2722
377 106 396 1361
86 1709 850 2847
863 3327 1223 3995
2198 391 3977 1042
3414 2330 3779 3882
2245 86 3922 3420
211 1693 3045 3069
193 802 3493 2651
1078 1515 1307 2408
1383 723 3717 960
1374 1416 1482 3453
1877 2787 2781 3229
65 3478 2919 3686
294 447 2243 3939
252 2307 728 3624
171 2317 1118 2698
1083 846 2249 1900
1503 1305 1703 3727
1705 3133 3005 3919
1375 435 2159 3593
1238 3123 2263 3153
1489 2002 2282 3145
3541 1423 3796 2117
2169 152 3078 686
422 405 3303 721
1031 899 3733 1322
575 172 1078 488
1831 993 3934 1072
1323 2134 2881 3877
744 522 1209 2009
2743 3436 3468 3667
1130 2055 1915 3370
1285 1070 2794 3031
2041 997 2391 1917
867 4 2952 3662
813 703 2291 1389
2992 46 3206 1046
1080 1931 1669 3784
1515 1013 3709 2162
172 1533 2201 3106
2349 1428 3547 2331
1633 3 1884 3693
308 843 2183 3108
934 1654 2797 3404
1116 2248 2924 2584
87 1249 1064 3280
2199 1801 3578 2072
1168 272 2243 3383
3383 3469 3500 3752
113 3058 2018 3807
958 1311 1692 3820
1007 1753 3482 2411
1728 1047 2373 2212
2906 1239 3099 2846
1071 1259 2753 1675
1994 791 3918 1002
894 854 2517 888
2647 3026 3899 3623
1519 1293 1997 2237
208 1095 1651 1733
1397 1871 3810 3116
720 1341 2253 3090
3028 278 3889 3930
457 1765 3382 2730
66 657 3340 2120
86 1896 2240 2622
583 83 1614 2048
2178 2613 3596 3454
459 1366 1950 2284
568 1864 3182 2662
2168 3478 2296 3737
1337 3025 2521 3664
538 102 1881 3070
820 88 2289 1922
1469 1377 1473 2286
2828 389 3406 3387
1207 840 2988 2722
144 82 1425 399
971 1138 2416 2603
89 417 3781 3734
960 2312 2021 2777
174 1781 2293 2755
1150 2319 3792 3413
1734 1008 3436 3328
943 1382 1697 1673
3258 297 3904 2137
3750 454 3759 3398
972 464 3477 768
752 130 2167 943
2841 1192 3825 2018
2374 3 3656 2036
1418 856 3860 2246
2706 699 3955 2309
16 901 3073 3682
2933 1004 3426 1370
334 588 1708 2124
907 1546 2971 3616
1981 2865 3419 3690
2508 140 3283 1848
126 1819 1330 3334
1278 2398 2296 2458
1667 510 2806 1440
124 1318 3308 2535
2662 648 3564 1378
1604 1813 2087 3751
793 998 2627 3233
105 1301 2948 3271
877 2348 1166 2731
2299 2221 3426 3649
109 821 1504 940
1263 2077 1478 2364
924 2464 3129 3011
1739 2229 2320 3575
33 422 3024 2748
2892 801 2909 2000
203 1160 2492 2230
1709 73 1775 1892
275 1146 2319 1957
1667 2394 2239 3507
574 2289 1674 2355
646 315 1475 3599
1162 252 1541 3892
2202 1182 2593 3373
1669 917 1894 2334
1878 2715 3383 3183
514 105 629 3942
2312 2114 3677 3095
423 1567 1533 2443
1460 269 3577 1626
1353 162 3208 401
1066 629 2322 3999
2160 2436 2901 2731
2070 1827 2324 3942
2266 1544 3319 3161
1036 1498 1913 2804
773 423 1131 3927
852 908 1026 1267
1715 9 2337 167
172 150 3145 2625
1669 1368 2822 1544
737 610 2408 2876
182 2802 3250 3450
1168 60 3229 2340
1608 418 2450 900
16 97 1639 3784
141 2077 945 3471
1274 1697 1705 2309
915 2223 2937 3467
1493 874 2325 2026
205 588 715 1866
281 680 1732 1520
1348 113 2058 3847
954 1810 2702 2933
5 139 3586 283
1349 1290 1439 2149
333 382 2199 1799
1759 2744 3279 3730
1684 75 2033 1655
200 2825 2461 3702
1191 1324 3576 2400
2177 572 2649 1734
980 851 3195 2058
14 13 2646 1706
403 1109 3789 2394
379 1105 3400 2043
2293 1081 3003 2415
2545 1937 3679 3446
295 3174 3786 3241
125 58 654 1612
2155 2759 3341 3847
775 908 2496 968
2993 39 3832 3260
576 1565 2724 1626
806 1722 3341 2313
2390 2399 3022 3521
1493 444 1502 1452
1980 209 2283 3473
2715 853 3866 3370
160 1547 1506 2643
2153 3034 2278 3806
1293 3879 2651 3926
1915 46 3703 3353
3197 513 3823 1298
529 2005 1481 3062
2717 1303 3655 2987
1240 2937 3824 2993
1387 412 2920 491
2197 507 2203 3814
560 2895 2824 3535
522 956 2980 3589
1333 1454 2158 2000
77 1861 3091 2905
275 569 2905 3075
665 1178 3243 1602
799 1618 3501 3613
2588 273 3168 3489
1722 297 1764 600
792 1548 2484 2100
880 494 3617 3658
3265 2921 3448 3876
1989 1081 2706 3029
2611 2809 3923 3223
1629 646 2414 2684
404 119 3421 2547
1250 399 1429 1776
946 1911 3114 2263
272 1085 2144 3037
135 2195 956 3923
1743 1225 2312 2957
339 1496 3753 1874
478 1289 2710 3126
2246 360 2488 422
2129 822 3184 1876
1628 596 2790 2397
434 2770 2850 3420
1241 3002 3031 3807
1449 747 2335 3325
1168 510 2250 3062
110 1239 1607 1404
1691 1501 3900 3015
1748 1705 3043 2272
2133 1051 3491 1318
571 632 1091 3293
1186 627 3249 3566
1052 2034 3019 3353
3452 1631 3915 3174
1541 1450 3827 2534
470 300 2345 351
268 14 1457 1154
805 403 3083 2643
2658 1938 3902 2976
311 1434 3499 1517
1328 2352 2875 2420
87 548 1022 1575
257 1539 2826 2721
406 756 1034 1445
11 283 816 3061
1451 226 3171 2933
551 57 2957 554
2179 1533 2886 3086
1614 21 3970 962
1250 2802 1998 3919
750 1345 3284 2371
1895 2677 3230 2869
488 1133 3410 2878
3054 1641 3326 2636
1525 153 2740 237
3340 431 3644 2634
92 1536 3707 2854
2477 598 3152 1748
783 1575 811 2116
1243 2548 1861 3557
1705 2801 2333 2894
1776 2791 3973 3262
99 963 352 2375
368 1047 2345 2412
534 475 1176 3487
949 2062 3419 2260
152 1637 3528 3822
1898 2739 3418 2908
81 541 2717 734
146 1888 2526 1950
1636 1245 1749 2911
1681 352 3779 1737
2339 2193 3445 3608
499 1017 3510 1403
926 250 3500 1474
336 1455 1356 3166
1287 1586 2337 2867
1817 1052 2660 3479
592 630 724 2491
2666 415 3978 531
1333 422 3817 1206
593 672 2556 1965
887 76 1834 467
1727 2358 2025 2500
2089 60 2427 108
2567 2225 3718 2713
957 468 1239 2161
650 1468 671 1761
2513 183 2879 1485
1662 1462 3155 2371
743 47 2437 1059
14 262 3137 1453
1174 2690 1772 3107
3163 1870 3228 2084
3214 968 3883 3448
2957 1074 3415 2553
119 36 345 2669
3034 2341 3610 2531
227 793 1290 2107
2011 1695 3812 2573
974 281 1463 743
906 1022 3911 1429
99 2315 1655 3802
223 1927 1319 3105
2300 20 2536 2784
805 3104 2092 3617
5 1859 759 2227
58 775 3228 944
1298 855 1704 2165
326 517 3663 3440
2204 481 2828 1948
2222 1516 2518 1947
3441 2527 3944 3052
67 1335 3208 1390
2161 1603 2476 2686
845 91 1591 1207
803 820 3427 3415
309 217 1896 2214
1857 1034 3381 3905
10 944 2678 1693
473 1458 3056 1992
1173 3022 3351 3398
1196 417 3855 1320
1451 356 2035 875
1251 169 3995 3590
838 1547 3408 2198
896 1035 3280 1219
1707 1243 2127 3877
529 2593 3469 3988
1845 2421 3827 3070
3268 118 3783 494
1455 486 1525 2606
2922 471 3539 2192
1597 180 2874 397
2792 1055 3305 3258
3220 2651 3686 3642
2468 86 3066 817
1169 3321 2488 3938
123 17 1100 22
3312 3208 3477 3985
3391 1517 3611 2524
838 1897 1164 3209
514 544 3890 3942
521 1233 585 3692
284 1755 860 2892
3472 439 3882 2213
439 1650 1835 1792
789 641 2600 2096
678 740 2597 2245
3536 1410 3808 2686
1663 895 2208 3119
2185 833 2222 1151
2775 293 3677 3390
1137 180 2522 2417
1921 1257 2410 2270
2535 453 3917 565
3194 404 3286 490
509 47 3863 3133
173 166 3816 2380
2852 2016 3095 3741
826 474 1305 3968
553 2104 3177 2919
1164 1955 2974 3549
908 451 2027 1206
1982 814 3731 2137
839 1726 1854 2136
1591 2201 2421 2299
502 1072 648 2886
1026 432 1191 917
729 949 2253 2753
1806 1968 3538 2957
877 1998 1266 2073
2147 1486 3681 3977
2001 1835 2603 2441
890 1525 3305 1784
335 2592 2319 3471
1730 1325 3941 3451
1012 3007 3369 3712
218 1859 344 1963
545 1757 2098 2060
255 664 1256 3618
3413 375 3534 2249
2737 366 3327 1370
1972 906 2326 2120
3042 239 3545 2756
241 1397 559 3663
198 900 2211 3662
403 2699 1333 3071
651 114 2419 3810
167 44 3094 3796
1939 1498 2051 2006
441 2473 2847 3762
279 954 2455 1421
3655 3336 3676 3408
841 1695 2453 1696
79 2397 1278 3910
3075 1542 3204 3949
2430 2961 3000 3730
1922 2 1948 2407
380 777 1908 3198
486 37 1612 546
2071 432 2773 743
222 2143 2087 3505
1020 2788 3876 3656
1777 257 2009 1112
980 3357 2276 3934
454 764 1766 2630
2523 3131 3287 3743
509 934 3724 3877
385 269 1707 3842
1872 900 3848 1160
1058 2025 3078 2877
455 1373 2593 1470
1835 1684 2786 2912
2667 745 2669 3385
1719 1079 2920 2957
1139 217 1702 2988
506 16 958 369
71 336 1730 3416
644 1044 2912 1713
2948 1662 3047 2584
418 407 796 3009
66 1449 273 2954
1978 979 3271 1177
3153 602 3577 902
2974 614 3775 3490
1869 993 3218 2737
518 1364 937 2000
3020 3186 3975 3398
2621 827 2628 1755
1103 2933 2446 3409
336 1821 2487 1912
2004 285 3868 2543
2266 1015 3733 2268
3098 2984 3177 3527
791 1826 2679 3821
1385 958 3156 3231
1144 2026 2902 2395
3081 512 3831 1981
2532 2167 3644 3769
707 626 2971 1249
1561 1930 2589 3808
1523 2309 2164 2425
277 1256 709 3643
2924 72 3364 1237
727 32 2154 885
2710 1494 3275 3644
1197 1743 2681 2613
109 12 925 3276
2001 1824 2925 2290
928 527 3857 601
1148 875 1275 2839
1605 2181 2516 3616
523 3054 2070 3218
2090 147 3451 1914
47 80 269 2995
2395 729 3529 1526
654 1654 3724 3057
37 57 2666 977
3015 3188 3584 3285
3208 2932 3999 3725
519 471 2056 882
1417 385 1503 2123
413 1002 2502 2261
3719 1255 3761 2701
3736 1562 3772 3371
2406 1194 3192 1226
2029 585 2748 3247
1471 636 1534 1586
1103 2477 2234 3976
1868 605 3811 2278
1376 2408 3501 2928
157 135 2821 957
158 931 2637 2208
554 3673 1453 3838
250 1395 553 3411
2482 340 3138 2945
684 1274 2557 3643
946 347 949 2565
264 1457 3272 3789
2729 881 2802 1635
135 1635 2098 2345
2395 1951 3807 3500
706 464 2454 3653
1829 3446 3540 3709
611 2126 3484 2343
1460 2121 2626 3296
794 1179 3876 1529
660 20 1664 1937
701 2725 3637 3721
2215 636 3746 1640
262 2928 1187 3155
359 583 896 1489
3473 1173 3758 1439
251 189 1896 2756
1181 2867 3469 3701
906 1242 3344 1300
548 435 1184 3573
55 625 3566 2003
696 296 2696 304
3356 338 3790 1343
1632 42 3862 3982
1800 1071 3889 1186
1960 982 2862 1911
2149 3862 3260 3929
698 2319 998 3186
2275 442 2770 1554
2264 1195 3268 2463
948 461 2432 3219
663 50 3825 2224
1706 613 2205 2656
683 1927 747 2725
590 348 2649 1171
169 1444 808 2838
2170 818 2464 3379
891 178 1542 2066
2312 435 2843 2031
2058 3653 2932 3846
590 133 1960 2822
906 2847 2713 3005
328 186 2056 3760
1806 2234 3972 2680
742 2721 2054 2885
1132 97 3028 1070
1423 702 1476 3040
1055 621 1827 1401
582 1658 2730 2622
493 895 2442 1049
750 12 2772 2246
523 1950 1401 3884
1584 453 3324 1401
659 2756 2530 3082
1384 1549 2880 2900
2382 512 3803 2774
59 2550 568 2887
2761 1142 3551 3804
433 1389 3231 1763
2352 3145 2926 3709
3275 103 3674 3754
1030 798 3339 1717
1551 1166 3714 1755
105 1953 457 2083
3047 286 3199 2289
1496 3069 3668 3378
700 1624 3609 3103
118 378 454 1764
578 1119 3863 3774
177 611 2544 3302
761 1777 1357 2386
820 1265 951 2723
2269 1706 3931 3756
123 1620 517 2884
2291 481 3052 2713
3772 1385 3964 2334
115 718 493 1515
1067 1900 3937 3979
812 177 2232 3092
144 3275 1748 3916
1519 152 2985 3550
821 149 1379 582
775 1817 1846 3435
1854 166 2670 1645
1574 2720 3682 3257
2094 468 2171 1221
821 59 3425 1184
726 2010 1045 2595
514 1332 895 2297
2462 1601 3245 3587
1480 1776 2840 3287
162 1726 2501 3471
1934 3320 3729 3594
1176 744 2213 2086
1571 1219 3156 3266
954 1151 3575 3758
792 278 3444 2067
2319 1394 3329 1459
2233 3032 3630 3681
1748 40 2244 2976
1380 1771 1700 2272
996 3155 2429 3852
477 2728 3024 3207
575 502 2367 2624
60 91 3590 2028
2310 1250 3704 3865
563 725 1214 1060
2909 804 3661 1029
1348 2874 3113 3561
1967 1137 3707 1590
170 2097 3467 2919
12 1268 882 2733
109 1951 1835 2039
57 585 140 3797
432 35 3886 3521
1990 1522 3070 2354
2877 1841 3605 3369
1316 2421 2755 3558
2111 1632 3430 3683
2437 209 3906 826
734 1149 2966 2661
1810 1820 3478 3946
2486 2716 3041 3373
413 869 2009 3206
27 438 639 3358
2870 732 3200 2322
49 1617 355 3310
357 180 719 252
722 1500 3182 2773
1324 669 2679 1375
2260 1094 2700 2323
2441 819 3371 2447
1831 917 3778 1917
904 1199 2486 2132
2557 1351 3474 3251
1957 3711 2010 3983
292 1376 302 3161
2350 686 3205 1271
344 2765 1495 2778
137 783 991 3534
3043 2826 3177 2987
2702 2973 3201 3651
480 494 1460 3132
902 3096 3777 3503
1081 2517 3184 3882
713 227 2432 273
1058 1015 2333 3396
1644 772 3908 3227
426 2048 2878 2568
632 113 3797 3347
401 1634 3746 2697
1801 2995 2253 3801
646 1658 734 3861
2985 2257 3760 3068
141 2828 2811 3563
1944 3549 2009 3608
374 1539 1104 3670
1935 732 2208 2123
838 1244 1550 3238
2254 3123 3230 3217
359 1448 1384 1881
1182 116 1894 725
256 2111 1074 3305
482 2008 2245 3400
1735 841 3416 1548
270 16 1950 2882
99 187 1606 2557
863 906 3588 3489
789 1071 937 3308
2612 271 3370 1345
1004 1539 3164 3959
164 1398 245 2831
1629 2104 2205 3390
68 1153 1225 2296
3483 1392 3658 3793
779 2726 1224 3108
2464 1481 2757 1680
1509 765 1893 2205
1946 1077 2589 2013
1688 1258 2195 1742
3646 550 3940 3309
338 440 3147 841
933 2723 1709 3870
321 633 1765 3825
3409 2393 3613 3549
154 1676 3172 2882
2706 450 3712 3175
2368 3087 3038 3718
3543 1028 3891 2425
2387 1364 2761 2120
2633 558 2684 2263
2890 108 3285 1303
656 1958 1457 2681
2519 2097 2990 2147
1655 1467 2319 2910
2670 952 3675 2701
3502 144 3595 1410
2217 2699 3584 3942
2189 82 3676 579
1477 1679 1697 2665
633 1610 3538 1855
1975 187 2699 2684
1309 1524 3756 2517
1368 1106 3597 1284
486 1393 2635 2928
2119 446 3611 693
2382 832 2738 3767
23 837 1210 960
58 1850 3727 3398
159 634 1172 1180
2524 2913 2716 3654
921 993 3830 2338
1645 2018 3366 3769
726 1671 879 2391
380 37 2861 424
2988 85 3269 1877
1700 2559 3079 3912
760 2318 2842 3660
1775 1664 2839 1681
1016 2837 2889 3787
3186 1380 3711 3237
156 2554 2118 3018
886 120 3482 2730
991 1923 1398 2366
580 863 2587 2940
1074 657 2858 2991
2414 458 3169 2623
2097 694 2661 976
179 877 1844 3120
820 1410 848 1699
1243 2424 3411 2838
2923 106 3557 1048
634 1781 1868 2924
134 2222 214 2533
1519 1126 2944 1625
609 3091 1789 3554
136 565 641 3612
168 1575 3673 2154
813 1004 3633 2750
808 2011 3315 3660
1730 1046 3286 3982
11 184 1987 2159
324 2919 1939 3462
3622 876 3868 3088
1878 1739 3225 3174
2042 125 2629 3420
2024 693 2432 1941
964 1499 1418 2600
565 1452 2722 3533
1824 367 1844 2672
2671 2187 2905 2333
826 253 2923 2724
495 418 697 1463
1195 1302 2688 1506
1941 1201 2326 1251
68 1387 1968 1521
1192 1766 1529 1904
707 2782 1037 3450
2736 142 2823 156
2020 1204 2793 3251
2555 242 3172 3293
912 983 1735 3132
606 157 1011 3298
3082 3466 3187 3930
1369 3017 1505 3232
998 3323 1194 3424
1938 1148 3829 1478
1424 532 2830 2103
806 1152 2511 1300
1451 579 1577 850
549 649 3973 3388
199 2503 2141 3804
3845 487 3979 2310
617 596 3057 3440
28 2758 700 3441
136 675 2808 3828
2401 1177 3909 2400
2873 845 3897 2222
1530 2305 2212 3599
1053 258 3562 2546
950 300 2653 728
706 1425 3513 1720
2650 495 3017 2135
621 224 2530 1094
867 902 3340 1257
209 2083 3851 3059
2820 2240 3716 3691
1008 508 3900 1616
43 479 1033 1704
932 3536 2584 3795
2214 245 3013 1048
